"","count","ncat","improve","index","adj"
"udel_air_temp_v4_01_yearly_min.2002.mean",0,1,0.75,15.5749933362825,0.5
"udel_air_temp_v4_01_yearly_mean.2002.mean",0,1,0.75,16.8640152257131,0.5
"srtm_elevation_500m.na.mean",16,-1,3.57809415829981e-08,1182.24374398012,0
"srtm_slope_500m.na.mean",16,-1,3.57809415829981e-08,0.641067570821553,0
"udel_air_temp_v4_01_yearly_max.2002.mean",16,-1,3.31085580376771e-08,22.5471991855898,0
"ltdr_yearly_ndvi_mean.2002.mean",16,-1,3.29796321978127e-08,2954.408599335,0
"udel_precip_v4_01_yearly_min.2002.mean",16,-1,3.27209723562536e-08,8.51676595925365,0
"srtm_slope_500m.na.mean",0,-1,1,0.641067570821553,1
"treecover2000.na.mean",14,-1,2.73170576951716e-06,36.49950509745,0
"udel_air_temp_v4_01_yearly_min.2002.mean",14,-1,1.96549009020124e-06,19.0102904734077,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",14,-1,1.96549009020124e-06,19.9721504383125,0
"ltdr_yearly_ndvi_mean.2002.mean",14,-1,1.92985206702461e-06,2960.73257956,0
"gpw_v3_density.2000.mean",14,-1,1.81161368918154e-06,102.441406404238,0
"srtm_slope_500m.na.mean",0,-1,0.928571428571429,6.1327475390376,0.666666666666667
"wdpa_5km.na.sum",0,-1,0.928571428571429,70.65999794005,0.666666666666667
"latitude",0,-1,0.857142857142857,0.144207,0.333333333333333
"ltdr_yearly_ndvi_mean.2002.mean",0,-1,0.857142857142857,3257.209116875,0.333333333333333
"longitude",16,-1,4.39859496194976e-08,56.108633,0
"srtm_slope_500m.na.mean",16,-1,4.13789753874423e-08,12.3423505514554,0
"ltdr_yearly_ndvi_mean.2002.mean",16,-1,4.10248202904929e-08,2763.66658017,0
"accessibility_map.na.mean",16,-1,4.08330182544391e-08,288.951615502983,0
"dist_to_roads.na.mean",16,-1,4.05789501506799e-08,2986.8046497857,0
"srtm_slope_500m.na.mean",0,-1,0.9375,8.93665216135152,0.75
"latitude",0,-1,0.875,19.1854365,0.5
"udel_precip_v4_01_yearly_max.2002.mean",0,1,0.875,101.086675546544,0.5
"gpw_v3_density.2000.mean",0,1,0.8125,84.7288963211324,0.25
"udel_precip_v4_01_yearly_mean.2002.mean",0,1,0.8125,42.8204770598259,0.25
"longitude",449,-1,2.48616666521877e-08,74.467288,0
"srtm_slope_500m.na.mean",449,-1,2.45317477296003e-08,0.663726560846382,0
"udel_precip_v4_01_yearly_min.2002.mean",449,-1,2.45119849844316e-08,11.65,0
"udel_precip_v4_01_yearly_max.2002.mean",449,1,2.43415598534544e-08,107.567381561923,0
"udel_air_temp_v4_01_yearly_max.2002.mean",449,1,2.42217221029156e-08,29.6471712328334,0
"udel_precip_v4_01_yearly_max.2002.mean",0,-1,0.942093541202673,437.077705003413,0.212121212121213
"udel_precip_v4_01_yearly_mean.2002.mean",0,-1,0.937639198218263,189.670833333333,0.151515151515152
"udel_precip_v4_01_yearly_min.2002.mean",0,-1,0.933184855233853,84.2613619019832,0.0909090909090908
"srtm_slope_500m.na.mean",0,-1,0.930957683741648,15.1650054888715,0.060606060606061
"treecover2000.na.mean",0,-1,0.930957683741648,69.1546929879,0.060606060606061
"srtm_slope_500m.na.mean",416,-1,2.79043162192678e-08,0.663726560846382,0
"udel_precip_v4_01_yearly_min.2002.mean",416,-1,2.75105271390785e-08,9.74761059551869,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",416,1,2.72792121639007e-08,27.1358837981912,0
"udel_air_temp_v4_01_yearly_max.2002.mean",416,1,2.72533695224307e-08,33.6747953976421,0
"accessibility_map.na.mean",416,-1,2.71652488462692e-08,390.424317161619,0
"udel_air_temp_v4_01_yearly_max.2002.mean",0,1,0.730769230769231,33.575,0.445544554455445
"udel_air_temp_v4_01_yearly_mean.2002.mean",0,1,0.725961538461538,27.9041666666667,0.435643564356436
"srtm_elevation_500m.na.mean",0,-1,0.706730769230769,423.66714863477,0.396039603960396
"treecover2000.na.mean",0,-1,0.677884615384615,0.3640409719725,0.336633663366337
"udel_precip_v4_01_yearly_mean.2002.mean",0,-1,0.661057692307692,67.2036916065615,0.301980198019802
"ltdr_yearly_ndvi_mean.2002.mean",202,-1,9.54479601072325e-08,2651.673858145,0
"latitude",202,-1,9.50462673446345e-08,13.0830645,0
"gpw_v3_density.2000.mean",202,-1,9.47920435901781e-08,270.494121636796,0
"longitude",202,-1,9.41745342411688e-08,-58.964831,0
"udel_precip_v4_01_yearly_min.2002.mean",202,-1,9.35488105161637e-08,2.3,0
"treecover2000.na.mean",0,-1,0.96039603960396,9.04822830162,0.499999999999999
"longitude",0,1,0.955445544554455,-37.531496,0.437499999999999
"udel_precip_v4_01_yearly_mean.2002.mean",0,-1,0.955445544554455,73.5323082291537,0.437499999999999
"udel_precip_v4_01_yearly_max.2002.mean",0,-1,0.940594059405941,262.184519104512,0.249999999999999
"udel_precip_v4_01_yearly_min.2002.mean",0,-1,0.940594059405941,4.23756992238804,0.249999999999999
"gpw_v3_density.2000.mean",186,-1,1.31642268417095e-07,270.494121636796,0
"longitude",186,1,1.28160888263048e-07,-15.181496,0
"accessibility_map.na.mean",186,-1,1.28154129228441e-07,202.307252189085,0
"latitude",186,-1,1.27976579077797e-07,13.3836575,0
"udel_air_temp_v4_01_yearly_max.2002.mean",186,-1,1.25843219937859e-07,34.1439014746752,0
"accessibility_map.na.mean",0,1,0.978494623655914,24.1475800655155,0.333333333333333
"v4composites_calibrated.2002.mean",0,-1,0.978494623655914,27.2790875180018,0.333333333333333
"udel_air_temp_v4_01_yearly_max.2002.mean",180,-1,1.56009422778071e-07,33.5689132054935,0
"srtm_elevation_500m.na.mean",180,1,1.55186541817977e-07,37.334361467793,0
"longitude",180,1,1.55001751832391e-07,-15.181496,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",180,-1,1.54407073309957e-07,29.0535301969156,0
"latitude",180,-1,1.52134524625557e-07,13.3836575,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",0,-1,0.838888888888889,27.7166666713233,0.560606060606061
"srtm_elevation_500m.na.mean",0,-1,0.805555555555556,151.466614209464,0.46969696969697
"wdpa_5km.na.sum",0,1,0.772222222222222,0.02999999932945,0.378787878787879
"longitude",0,-1,0.766666666666667,-14.331496,0.363636363636364
"udel_precip_v4_01_yearly_mean.2002.mean",0,1,0.761111111111111,49.3892573394516,0.348484848484848
"srtm_slope_500m.na.mean",66,-1,4.47196585887193e-07,0.132117966553332,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",66,-1,4.28916582184228e-07,26.4529968689784,0
"wdpa_5km.na.sum",66,1,4.24293055291754e-07,51.3549976349,0
"treecover2000.na.mean",66,-1,4.21894669508572e-07,0.1163077458765,0
"accessibility_map.na.mean",66,1,4.21804062765012e-07,80.6844762573404,0
"latitude",0,1,0.924242424242424,40.7062675,0.444444444444444
"udel_air_temp_v4_01_yearly_min.2002.mean",0,-1,0.924242424242424,-3.98979644254513,0.444444444444444
"udel_air_temp_v4_01_yearly_mean.2002.mean",0,-1,0.924242424242424,14.7590399523339,0.444444444444444
"v4composites_calibrated.2002.mean",57,-1,5.45654756439653e-07,3.84789111456098,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",57,-1,5.23462633412767e-07,26.4529968689784,0
"srtm_slope_500m.na.mean",57,1,5.22047874202657e-07,0.151657464387794,0
"wdpa_5km.na.sum",57,1,5.20349688601625e-07,51.3549976349,0
"ltdr_yearly_ndvi_mean.2002.mean",57,-1,5.08683938461191e-07,1399.807113965,0
"accessibility_map.na.mean",0,1,0.964912280701754,72.3595211376618,0.714285714285714
"treecover2000.na.mean",0,-1,0.912280701754386,25.504017657,0.285714285714286
"udel_precip_v4_01_yearly_max.2002.mean",0,-1,0.912280701754386,341.14286207374,0.285714285714286
"udel_precip_v4_01_yearly_mean.2002.mean",0,-1,0.912280701754386,150.158032805043,0.285714285714286
"gpw_v3_density.2000.mean",0,-1,0.894736842105263,222.863637486002,0.142857142857143
"accessibility_map.na.mean",50,-1,6.59190820256168e-07,160.035617511741,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",50,-1,6.40736402463049e-07,27.1685275237311,0
"udel_air_temp_v4_01_yearly_max.2002.mean",50,-1,6.34699274654122e-07,28.8254066511658,0
"wdpa_5km.na.sum",50,1,6.325595498871e-07,12.35500001905,0
"longitude",50,1,6.19765181302912e-07,-1.526776,0
"gpw_v3_density.2000.mean",0,1,0.86,90.0588560407598,0.461538461538462
"dist_to_all_rivers.na.mean",0,-1,0.8,991.047503079726,0.230769230769231
"wdpa_5km.na.sum",0,1,0.8,223.8150024415,0.230769230769231
"longitude",0,-1,0.8,-16.430111,0.230769230769231
"dist_to_roads.na.mean",0,-1,0.78,329.154919773463,0.153846153846154
"udel_air_temp_v4_01_yearly_max.2002.mean",13,-1,1.34425578593051e-06,29.55,0
"treecover2000.na.mean",13,-1,1.33737251657759e-06,3.072791625625,0
"latitude",13,-1,1.33737251657759e-06,10.722845,0
"ltdr_yearly_ndvi_mean.2002.mean",13,-1,1.33737251657759e-06,2259.693132075,0
"accessibility_map.na.mean",13,1,1.32217271857559e-06,93.7374230262441,0
"srtm_elevation_500m.na.mean",0,-1,0.769230769230769,144.520905312518,0.5
"wdpa_5km.na.sum",0,1,0.769230769230769,43.4599990845,0.5
"longitude",0,-1,0.769230769230769,-16.539831,0.5
"udel_air_temp_v4_01_yearly_mean.2002.mean",0,-1,0.769230769230769,28.10625,0.5
"dist_to_all_rivers.na.mean",0,-1,0.692307692307692,868.685036803605,0.333333333333333
"udel_air_temp_v4_01_yearly_max.2002.mean",6,1,1.7564228015421e-06,28.6611209349794,0
"dist_to_all_rivers.na.mean",6,-1,1.30051427990731e-06,1794.95797338167,0
"latitude",6,-1,1.30051427990731e-06,14.398353,0
"udel_precip_v4_01_yearly_max.2002.mean",6,1,1.30051427990731e-06,172.904455282306,0
"udel_air_temp_v4_01_yearly_min.2002.mean",6,1,1.30051427990731e-06,24.8111209349794,0
"dist_to_all_rivers.na.mean",0,-1,0.833333333333333,1794.95797338167,0.5
"srtm_elevation_500m.na.mean",0,-1,0.833333333333333,35.4419352441092,0.5
"srtm_slope_500m.na.mean",0,-1,0.833333333333333,0.306154382249671,0.5
"latitude",0,-1,0.833333333333333,14.398353,0.5
"udel_precip_v4_01_yearly_max.2002.mean",0,1,0.833333333333333,172.904455282306,0.5
"udel_air_temp_v4_01_yearly_mean.2002.mean",37,-1,2.05875292356998e-06,24.9120774451239,0
"udel_air_temp_v4_01_yearly_min.2002.mean",37,-1,2.04915603384346e-06,20.7245525889547,0
"ltdr_yearly_ndvi_mean.2002.mean",37,-1,2.02397846672867e-06,1484.71720835,0
"gpw_v3_density.2000.mean",37,-1,1.99710863013201e-06,24.5007029223329,0
"udel_air_temp_v4_01_yearly_max.2002.mean",37,-1,1.91219712459079e-06,28.7470447210583,0
"udel_precip_v4_01_yearly_max.2002.mean",0,-1,0.972972972972973,90.9799122598637,0.933333333333333
"udel_precip_v4_01_yearly_mean.2002.mean",0,-1,0.972972972972973,38.675,0.933333333333333
"udel_air_temp_v4_01_yearly_min.2002.mean",0,-1,0.972972972972973,20.7245525889547,0.933333333333333
"treecover2000.na.mean",0,-1,0.918918918918919,5.29796825851e-05,0.8
"latitude",0,1,0.918918918918919,17.97157,0.8
"dist_to_roads.na.mean",15,-1,4.96073840427978e-06,2360.60004600948,0
"srtm_elevation_500m.na.mean",15,-1,4.65526849293009e-06,31.5129681438904,0
"wdpa_5km.na.sum",15,-1,3.91583661410299e-06,14.2600002289,0
"srtm_slope_500m.na.mean",15,-1,3.880762886179e-06,0.25374349426901,0
"ltdr_yearly_ndvi_mean.2002.mean",15,1,3.83035744928674e-06,997.3506621495,0
"srtm_elevation_500m.na.mean",114,-1,2.91679938763936e-07,248.090998712738,0
"latitude",114,-1,2.91190487445796e-07,13.3919895,0
"udel_precip_v4_01_yearly_mean.2002.mean",114,-1,2.83354338416788e-07,39.8625,0
"treecover2000.na.mean",114,-1,2.81667880655225e-07,1.098938113166e-05,0
"ltdr_yearly_ndvi_mean.2002.mean",114,-1,2.77826140283407e-07,1728.56905149,0
"longitude",0,-1,0.807017543859649,-11.029446,0.185185185185185
"udel_precip_v4_01_yearly_mean.2002.mean",0,1,0.807017543859649,47.80625,0.185185185185185
"dist_to_roads.na.mean",0,-1,0.798245614035088,1093.19640962622,0.148148148148148
"latitude",0,-1,0.798245614035088,12.940587,0.148148148148148
"udel_air_temp_v4_01_yearly_min.2002.mean",0,1,0.798245614035088,25.3547619039172,0.148148148148148
"gpw_v3_density.2000.mean",27,-1,7.62280333872567e-07,125.16919708252,0
"udel_air_temp_v4_01_yearly_min.2002.mean",27,-1,6.88121230515365e-07,12.7413043478965,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",27,-1,6.49800962735154e-07,28.9416666666667,0
"dist_to_all_rivers.na.mean",27,-1,6.49474079388077e-07,2525.65243098598,0
"dist_to_roads.na.mean",27,-1,6.30641522020873e-07,7525.86666861147,0
"srtm_elevation_500m.na.mean",0,1,0.925925925925926,34.9170110558597,0.5
"srtm_slope_500m.na.mean",0,1,0.925925925925926,0.107134535665549,0.5
"longitude",0,-1,0.925925925925926,3.920883,0.5
"udel_air_temp_v4_01_yearly_max.2002.mean",0,1,0.925925925925926,34.1248538554586,0.5
"udel_air_temp_v4_01_yearly_min.2002.mean",0,1,0.925925925925926,12.7413043478965,0.5
"longitude",23,-1,1.55556925237799e-06,1.312668,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",23,-1,1.40298560224566e-06,30.0136196034654,0
"gpw_v3_density.2000.mean",23,-1,1.25461646198573e-06,43.0228827617359,0
"udel_air_temp_v4_01_yearly_max.2002.mean",23,-1,1.09487063918655e-06,34.5,0
"udel_air_temp_v4_01_yearly_min.2002.mean",23,-1,1.0111388851903e-06,23.5,0
"gpw_v3_density.2000.mean",0,-1,0.956521739130435,43.0228827617359,0.875
"udel_air_temp_v4_01_yearly_mean.2002.mean",0,1,0.956521739130435,29.8738816074491,0.875
"latitude",0,1,0.91304347826087,13.781385,0.75
"accessibility_map.na.mean",0,1,0.869565217391304,232.938751775775,0.625
"dist_to_all_rivers.na.mean",0,1,0.826086956521739,1887.7352958612,0.5
"udel_precip_v4_01_yearly_max.2002.mean",8,-1,6.57553736068825e-06,225.436802715137,0
"udel_precip_v4_01_yearly_mean.2002.mean",8,-1,6.57553736068825e-06,45.4329350425865,0
"dist_to_roads.na.mean",8,-1,5.74951533868476e-06,4713.40755955545,0
"srtm_slope_500m.na.mean",8,-1,4.90283533603465e-06,0.404522928038522,0
"treecover2000.na.mean",8,-1,4.48222670207263e-06,0.13996010731225,0
"udel_precip_v4_01_yearly_mean.2002.mean",0,-1,1,45.4329350425865,1
"treecover2000.na.mean",0,-1,0.875,0.13996010731225,0.5
"ltdr_yearly_ndvi_mean.2002.mean",0,-1,0.875,1757.83627275,0.5
"dist_to_all_rivers.na.mean",6,-1,1.15856195279732e-05,2174.80767802243,0
"dist_to_roads.na.mean",6,-1,8.58504410624503e-06,4713.40755955545,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",6,-1,8.58504410624503e-06,30.0393330740206,0
"srtm_slope_500m.na.mean",6,-1,7.78884271805526e-06,0.404522928038522,0
"udel_precip_v4_01_yearly_mean.2002.mean",6,-1,7.70808687831677e-06,29.6289456605333,0
"dist_to_roads.na.mean",0,1,0.833333333333333,1288.29610927911,0.666666666666667
"gpw_v3_density.2000.mean",0,-1,0.833333333333333,13.9465172257947,0.666666666666667
"treecover2000.na.mean",0,1,0.833333333333333,0.02175632142408,0.666666666666667
"latitude",0,-1,0.833333333333333,14.4130725,0.666666666666667
"udel_precip_v4_01_yearly_mean.2002.mean",0,1,0.833333333333333,29.6289456605333,0.666666666666667
"srtm_elevation_500m.na.mean",15,-1,3.66284355883796e-06,187.228920676303,0
"accessibility_map.na.mean",15,-1,2.95309929977213e-06,141.679564318887,0
"dist_to_all_rivers.na.mean",15,-1,2.83127397253265e-06,1795.52318583648,0
"udel_air_temp_v4_01_yearly_max.2002.mean",15,-1,2.80909231319619e-06,34.5,0
"gpw_v3_density.2000.mean",15,-1,2.7765067682499e-06,98.4351145124451,0
"latitude",87,-1,6.64568818211961e-07,13.3919895,0
"ltdr_yearly_ndvi_mean.2002.mean",87,-1,6.47907941278179e-07,1776.23999108,0
"treecover2000.na.mean",87,-1,6.41916992366956e-07,8.29503229606e-06,0
"udel_precip_v4_01_yearly_mean.2002.mean",87,-1,6.4175705736075e-07,36.7148148148148,0
"dist_to_all_rivers.na.mean",87,1,6.30462453759153e-07,1036.18999481661,0
"udel_air_temp_v4_01_yearly_max.2002.mean",0,-1,0.885057471264368,33.7943573411395,0.166666666666667
"udel_air_temp_v4_01_yearly_mean.2002.mean",0,-1,0.885057471264368,28.1312423345211,0.166666666666667
"udel_precip_v4_01_yearly_max.2002.mean",0,1,0.873563218390805,207.029013663012,0.083333333333334
"longitude",12,-1,4.11762867167709e-06,7.105083,0
"treecover2000.na.mean",12,-1,3.75498795275614e-06,0.005676766707645,0
"srtm_elevation_500m.na.mean",12,-1,3.72003550206353e-06,392.368952449321,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",12,-1,3.69349166728632e-06,28.1740316653534,0
"udel_precip_v4_01_yearly_max.2002.mean",12,-1,3.4350953370256e-06,159.771945126947,0
"srtm_elevation_500m.na.mean",0,-1,0.916666666666667,346.48822081902,0.75
"treecover2000.na.mean",0,1,0.916666666666667,0.03443724706862,0.75
"udel_air_temp_v4_01_yearly_min.2002.mean",0,1,0.916666666666667,23.6872891632321,0.75
"udel_air_temp_v4_01_yearly_mean.2002.mean",0,1,0.916666666666667,28.6830445025408,0.75
"accessibility_map.na.mean",0,-1,0.833333333333333,131.085113787282,0.5
"udel_air_temp_v4_01_yearly_mean.2002.mean",75,1,9.447913758884e-07,28.1737061657682,0
"srtm_elevation_500m.na.mean",75,-1,9.39813382348101e-07,461.841184909425,0
"latitude",75,-1,9.37934725737649e-07,14.6479855,0
"dist_to_all_rivers.na.mean",75,1,9.33202698210569e-07,1036.18999481661,0
"ltdr_yearly_ndvi_mean.2002.mean",75,1,9.17438715407624e-07,1303.5406513,0
"latitude",0,-1,0.973333333333333,19.2209975,0.714285714285715
"udel_precip_v4_01_yearly_max.2002.mean",0,1,0.973333333333333,48.5016401740862,0.714285714285715
