"","dist_to_all_rivers.na.mean","dist_to_roads.na.mean","srtm_elevation_500m.na.mean","srtm_slope_500m.na.mean","accessibility_map.na.mean","gpw_v3_density.2000.mean","wdpa_5km.na.sum","treecover2000.na.mean","latitude","longitude","udel_precip_v4_01_yearly_max.2002.mean","udel_precip_v4_01_yearly_min.2002.mean","udel_precip_v4_01_yearly_mean.2002.mean","udel_air_temp_v4_01_yearly_max.2002.mean","udel_air_temp_v4_01_yearly_min.2002.mean","udel_air_temp_v4_01_yearly_mean.2002.mean","v4composites_calibrated.2002.mean","ltdr_yearly_ndvi_mean.2002.mean","years_since_implementation","treatment","ndvi_pre_post_diff","propensity","ML.prop","transOutcome","transProp","tree.pred","GEF_ID","Title"
"87",2302.47886277611,2156.61492150479,277.909795382131,0.748550776695723,329.513152296303,89.5243436152982,0,0.822817779919,10.813788,0.001558,219.4,0,69.5416666666667,32.1,25.4,28,0.879650899378,2007.7154909,1,1,-92.3368388817,0.11083491230944,0.11083491230944,-833.102467062946,0.11083491230944,-246.190261893497,4709,"GGW: Integrated Disaster and Land Management (IDLM) Project"
"91",2472.91982108404,2981.44106171812,390.086115156383,0.356351415846856,296.696716874844,20.8566655581657,0,0,14.570508,6.827388,145.942857044783,0,32.9666666586839,34.6,21.0714285729491,28.6333333333333,0,1603.74050518,0,1,-60.0292698138,0.518105221132431,0.518105221132431,-115.863086039923,0.518105221132431,-246.190261893497,5252,"GGW: Third Phase of the Community Action Program"
"92",3139.11838093645,2228.68471240525,410.01220399211,0.19128470235614,215.29667923663,98.2552939390456,0,0,14.050159,7.224058,176.8,0,35.725,34.4,20.5,28.25,0,1574.59059481,0,1,36.7716676962,0.495424285624125,0.495424285624125,74.2225780269851,0.495424285624125,-246.190261893497,5252,"GGW: Third Phase of the Community Action Program"
"93",2789.40671708672,2715.05268540014,412.16109455639,0.290817967175618,130.633222283593,103.638387676949,0,1.66740414543e-05,13.484159,7.271768,200.822703021519,0,36.8350380197339,34.8050958946407,20.6209132455339,28.4020350116051,0.0104719050724318,1768.19070151,0,1,-128.78643554,0.499652193685507,0.499652193685507,-257.752166742334,0.499652193685507,-246.190261893497,5252,"GGW: Third Phase of the Community Action Program"
"111",2442.45243571846,1745.6737328026,441.587527453637,0.317631059464469,198.14362536874,109.418998718262,0,0.00010778284537,13.3769,7.652278,209.144932977869,0,42.3806573632944,34.1839668458394,20.1839668458394,27.9856968637567,0.376916254988663,2013.68645069,0,1,-163.926352985,0.485445318994492,0.485445318994492,-337.682425951789,0.485445318994492,-246.190261893497,5252,"GGW: Third Phase of the Community Action Program"
"116",2546.90648274123,1652.12200011142,468.453479385293,0.351528819206818,141.532789978865,120.57141527601,0,0.00104377473757,13.293231,8.364058,196.044444563562,0,43.5870370607608,33.7777777782377,20.0111111129508,27.9925925930908,0.460899066315096,1782.3116776,0,1,-168.532587843,0.527616483362644,0.527616483362644,-319.422522148845,0.527616483362644,-246.190261893497,5252,"GGW: Third Phase of the Community Action Program"
"125",1179.04552066874,3466.26504604645,381.058764811441,0.831360149902257,172.099104577764,20.1642745775248,81.8499984741,13.274666095,10.236596,1.769088,262.2,0,80.95,30.9,25.2,27.5333333333333,0,2786.91886921,0,1,-245.592047677,0.610259953617617,0.610259953617617,-402.438413697526,0.610259953617617,373.934927720519,5215,"GGW: Forests and Adjacent Lands Management Project"
"126",2323.55298566858,6936.72341117254,294.172865918553,0.928516982938211,295.206982628576,21.1772990258675,198.509994507,22.6923137225,8.547444,2.598358,263.9,0,90.4583333333333,29.6,24.7,26.975,0,2426.06727725,0,1,-61.5028424014,0.509510447597956,0.509510447597956,-120.709678655953,0.509510447597956,373.934927720519,5215,"GGW: Forests and Adjacent Lands Management Project"
"128",1420.93919099072,11437.1973622426,311.149350884754,0.733724713521326,747.629483537797,11.3318240626144,248.869995117,25.5110979713,8.616727,1.695658,274.1,0,94.55,29.5,24.7,26.8333333333333,0,2736.29540572,0,1,248.132851883,0.458669902967129,0.458669902967129,540.983505300505,0.458669902967129,373.934927720519,5215,"GGW: Forests and Adjacent Lands Management Project"
"129",1657.58603257451,4281.52749788076,303.357710087257,0.67116594926891,353.42184169072,17.7961052074804,259.260009766,12.5770771041,10.443757,3.155938,301.872562775223,0,93.9810199340241,32.0325064400602,25.0333692852148,27.8774032790128,0,2829.41818795,0,1,-172.870727248,0.751201892512674,0.751201892512674,-230.125521475684,0.751201892512674,373.934927720519,5215,"GGW: Forests and Adjacent Lands Management Project"
"130",1609.95470496377,8602.41708626962,269.425177405638,1.06298662349363,290.98626860122,11.5173597335815,258.089996338,19.6185491539,8.899659,2.103158,311.662529601035,1.02143732315465,92.4974457203594,29.0441031839803,24.1885135023783,26.5014793091785,0,2755.48104765,0,1,181.312129004,0.557051839495339,0.557051839495339,325.485199309744,0.557051839495339,373.934927720519,5215,"GGW: Forests and Adjacent Lands Management Project"
"132",2483.24061399393,2350.87698513282,461.53320244732,1.77746354139352,129.938891973056,20.9755375405167,2,10.7228615811,10.268217,1.592918,262.2,0,80.95,30.9,25.2,27.5333333333333,0,2761.94917149,0,1,-277.613825699,0.546123991460391,0.546123991460391,-508.334792171706,0.546123991460391,-246.190261893497,5215,"GGW: Forests and Adjacent Lands Management Project"
"133",2716.04002717699,3362.07834601874,317.406549870203,0.882586963190197,176.921202020743,12.5218234470421,35.3499984741,18.0485242204,8.748246,2.528818,263.9,0,90.4583333333333,29.6,24.7,26.975,0,2565.6712591,0,1,49.9034850763,0.398580799752893,0.398580799752893,125.202932773577,0.398580799752893,373.934927720519,5215,"GGW: Forests and Adjacent Lands Management Project"
"134",1612.28736213059,11384.6824127267,285.861458652933,0.50132946617066,549.361292088343,12.8075304031372,259.559997559,12.4297732812,10.686346,2.324188,288.649999963678,0,85.9483332849977,31.749999997206,25.9100000050291,28.033333333799,0,2738.18844333,0,1,-203.160375594,0.724600455874067,0.724600455874067,-280.375721471128,0.724600455874067,373.934927720519,5215,"GGW: Forests and Adjacent Lands Management Project"
"135",3070.17167437588,3555.66525357516,241.737804196704,0.764545449077507,330.920519800351,22.6235924077758,250.369995117,23.5128850075,8.158653,1.660168,211.9,0,94.3666666666667,29.3,24.8,26.9916666666667,0,2659.06596017,0,1,113.378837512,0.621076716153003,0.621076716153003,182.552065732358,0.621076716153003,373.934927720519,5215,"GGW: Forests and Adjacent Lands Management Project"
"141",1737.04143314873,1668.96745440609,157.42075377294,0.824695580670366,130.43762695925,40.8537863267806,20,13.6685753213,7.783225,2.011208,224.3,0,92.9666666666667,29.4,24.8,27.0666666666667,0.218962580841219,2471.09535818,0,1,160.910721546,0.475382758681315,0.475382758681315,338.486658608228,0.475382758681315,373.934927720519,5215,"GGW: Forests and Adjacent Lands Management Project"
