gef_id,tree.pred,project_location_id,id,type,dist_to_all_rivers.na.mean,dist_to_roads.na.mean,srtm_elevation_500m.na.mean,srtm_slope_500m.na.mean,accessibility_map.na.mean,gpw_v3_density.2000.mean,wdpa_5km.na.sum,treecover2000.na.mean,udel_precip_v4_01_yearly_mean.2002.mean,udel_air_temp_v4_01_yearly_mean.2002.mean,ltdr_yearly_ndvi_mean.2002.mean,propensity,latitude,longitude,Title,identical,source,program_type
3635,-469.836055384,906001153067_1821301,2037,land,1821.78939611,4284.00542278,66.9963917213,1.52835414537,256.944611698,40.9818014325,0.0,45.2634792347,51.7666666667,28.1916666667,2913.73451655,0.0934008188916,12.240829,103.576838,SFM Strengthening Sustainable Forest Management and the Development of Bio-energy Markets to Promote Environmental Sustainability and to Reduce Green House Gas Emissions in Cambodia,906001153067_1821301,mfa3vout,BD
3635,-469.836055384,906001153067_1831166,2038,land,1847.12777337,2373.39347527,37.022688314,0.503371766928,147.04904116,91.628955605,0.0,2.73823980828,63.5953705076,29.1472222249,2441.06999924,0.115359547097,12.074226,104.460168,SFM Strengthening Sustainable Forest Management and the Development of Bio-energy Markets to Promote Environmental Sustainability and to Reduce Green House Gas Emissions in Cambodia,906001153067_1831166,mfa3vout,BD
3472,-353.723834612,906001153083_1264542,2056,land,2478.2924646,2701.52914795,574.923158552,1.02200090262,137.190266171,163.56174716,0.0,1.04672029471,74.3658992198,26.7876027671,2307.9128783,0.0363908758713,23.401629,78.410168,SLEM/CPP: Integrated Land Use Management to Combat Land Degradation in Madja Pradesh,906001153083_1264542,mfa3vout,BD
3471,-412.291057696,906001153085_1444366,2057,land,1238.24659564,2314.59965529,1434.04677742,16.2407518131,202.282145116,173.428870452,0.0,32.784711804,78.1,19.5583333333,3233.02488811,0.069361576932,30.145717,79.160168,SLEM/CPP: Sustainable Land Water and Biodiversity Conservation and Management for Improved Livelihoods in Uttarakhand Watershed Sector,906001153085_1444366,mfa3vout,BD
3574,-249.765688318,906001153155_3689436,2094,land,3532.42152299,1016.56378315,110.728693231,1.50329788604,57.2591958832,158.465371471,5.0,21.8265923796,60.3958333333,28.5916666667,2927.12632715,0.0571705333432,10.658004,-75.089831,Mainstreaming Biodiversity in Sustainable Cattle Ranching,906001153155_3689436,mfa3vout,BD
3574,107.225240418,906001153155_3674810,2095,land,2302.63188058,1256.00466299,234.116015692,0.550514840169,357.686779519,3.51869298666,0.0,12.0397840809,293.348397499,25.8853104731,2201.44042297,0.0512361657384,3.409403,-73.089831,Mainstreaming Biodiversity in Sustainable Cattle Ranching,906001153155_3674810,mfa3vout,BD
3574,-26.654979543,906001153155_3668578,2096,land,1705.91306315,2095.52989924,1309.25567178,13.2388506001,250.780518037,31.0694040209,254.879989624,79.8113458546,88.5678560815,23.6071428133,1708.45301404,0.47804645199,6.742272,-73.506501,Mainstreaming Biodiversity in Sustainable Cattle Ranching,906001153155_3668578,mfa3vout,BD
3574,306.491870121,906001153155_3688536,2097,land,1560.54877858,2830.8708242,2730.34274874,6.56100725652,96.7042594692,247.85213497,13.9699993134,13.0879342845,82.3625,14.2583333333,2331.07916697,0.133639409011,5.575808,-73.089831,Mainstreaming Biodiversity in Sustainable Cattle Ranching,906001153155_3688536,mfa3vout,BD
3574,-26.654979543,906001153155_3671087,2098,land,1418.33317716,1296.00851448,1659.32439518,7.09669624962,47.2254570737,855.040729291,2.24000000954,61.7528616072,146.499556438,20.8702567022,1766.11067031,0.300577461757,4.409296,-75.756501,Mainstreaming Biodiversity in Sustainable Cattle Ranching,906001153155_3671087,mfa3vout,BD
3574,-282.050649134,906001153155_3686880,2099,land,1879.43331693,962.369768633,96.3213839142,2.6572252049,245.428856364,37.6368372565,0.0,43.9033756592,186.3375,27.6708333333,3843.38297497,0.0400725195175,9.241724,-73.589831,Mainstreaming Biodiversity in Sustainable Cattle Ranching,906001153155_3686880,mfa3vout,BD
3574,-626.361737332,906001153155_3675686,2100,land,1591.72147904,1068.21918899,113.378566461,0.364102510739,194.984993796,26.4915099484,0.0,23.0931466448,87.2551912937,28.5856042022,3783.47940218,0.0295529840093,9.908218,-74.589831,Mainstreaming Biodiversity in Sustainable Cattle Ranching,906001153155_3675686,mfa3vout,BD
3574,306.491870121,906001153155_3666313,2101,land,1962.02221683,2794.1026856,1433.88569194,7.73752023286,155.290333612,86.7307452129,11.9499998093,35.8966260286,145.654166667,26.0458333333,2522.64144299,0.184171629785,3.659379,-76.589831,Mainstreaming Biodiversity in Sustainable Cattle Ranching,906001153155_3666313,mfa3vout,BD
2369,408.212074291,906001153163_1795912,2107,land,3424.1898349,7883.40432679,1168.60375181,5.26396524137,200.932034823,392.866065181,0.0,7.70415401355,36.0166666667,6.76666666667,1435.07188222,0.00897361093429,37.553077,112.160168,PRC-GEF Partnership: An IEM Approach to the Conservation of Biodiversity in Dryland Ecosystems - under the PRC-GEF Partnership on Land Degradation in Dryland Ecosystem Program,906001153163_1795912,mfa3vout,BD
2369,593.891002999,906001153163_1799355,2108,land,5086.50103772,12043.2389937,1589.3477034,2.18931179649,528.172545468,47.876411438,0.0,0.0,25.1166666667,9.50833333333,1244.55858085,0.00358037999329,37.137026,105.910168,PRC-GEF Partnership: An IEM Approach to the Conservation of Biodiversity in Dryland Ecosystems - under the PRC-GEF Partnership on Land Degradation in Dryland Ecosystem Program,906001153163_1799355,mfa3vout,BD
2369,593.891002999,906001153163_1810676,2109,land,1821.45355695,2128.34285702,1723.79958107,1.13507957569,192.419150439,142.459272687,0.670000016689,0.0126056941916,17.7166666667,8.44166666667,1585.7665746,0.0116346450262,37.636282,102.660168,PRC-GEF Partnership: An IEM Approach to the Conservation of Biodiversity in Dryland Ecosystems - under the PRC-GEF Partnership on Land Degradation in Dryland Ecosystem Program,906001153163_1810676,mfa3vout,BD
3627,-276.367924438,906001153165_1905669,2110,land,2853.12699128,4362.68613436,456.589287164,8.00405231452,279.607704813,103.181696669,0.0,72.7643804036,134.466666667,20.15,2277.62865661,0.0714718651222,22.152508,105.743498,SFM: Promotion of Sustainable Forest and Land Management in the Vietnam Uplands,906001153165_1905669,mfa3vout,BD
3717,186.321516585,906001153175_3659718,2117,land,3241.90410558,4832.32111323,2784.36161369,15.9956410884,621.077607298,13.5131890595,20.8499984741,68.96809137,80.5935185185,22.3240740741,1459.04467176,0.28680858285,0.659556,-78.173161,SFM Sustainable Management of Biodiversity and Water Resources in the Ibarra-San Lorenzo Corridor,906001153175_3659718,mfa3vout,BD
3717,133.317409409,906001153175_3657986,2118,land,2955.90324109,2497.99841495,156.912882653,2.86983871497,207.60105931,13.8700802184,0.0,96.9756198104,168.475,24.7,1735.71087468,0.148581951769,0.742885,-79.339831,SFM Sustainable Management of Biodiversity and Water Resources in the Ibarra-San Lorenzo Corridor,906001153175_3657986,mfa3vout,BD
3717,186.321516585,906001153175_3655635,2119,land,3039.03815909,6932.56802656,3222.45399024,13.0084068177,535.229576783,70.7969016639,101.25,25.8589314173,57.475,14.2666666667,2125.5469508,0.171926060872,0.285872,-78.413541,SFM Sustainable Management of Biodiversity and Water Resources in the Ibarra-San Lorenzo Corridor,906001153175_3655635,mfa3vout,BD
3831,-58.9495765147,906001153185_3909233,2120,land,2410.05139822,1516.25804359,3732.2410447,0.409244041659,249.336633776,3.37620454629,0.0,0.0,30.1416666667,8.13333333333,1501.09000395,0.0210061697712,-18.762023,-67.589831,Conservation and Sustainable use of Biodiversity and Land in Andean Vertical Ecosystems,906001153185_3909233,mfa3vout,BD
3831,438.068098506,906001153185_3907580,2121,land,1517.1437101,6787.54413475,3670.25232775,0.82401956255,334.858238129,0.587498185794,0.0,0.0,11.1875,10.7125,1241.86354169,0.0133635735297,-20.763195,-67.089831,Conservation and Sustainable use of Biodiversity and Land in Andean Vertical Ecosystems,906001153185_3907580,mfa3vout,BD
3000,-347.179075802,906001153215_149653,2130,land,1430.84349305,5874.48223369,1161.21635808,0.537442877412,207.037949198,14.9702596664,74.8499984741,17.6598964189,91.725,23.875,2753.27798884,0.119397625949,-5.340814,32.743498,SFM: Sustainable Management of the Miombo Woodland Resources of Western Tanzania,906001153215_149653,mfa3vout,BD
3443,306.491870121,906001153247_1638535,2140,land,1396.32385079,2902.80345442,61.5063710615,0.401414772088,103.33350734,261.824634735,0.0,16.0355625315,149.17149776,26.9417780086,2517.96235783,0.0879906249062,-5.090779,104.910168,SFM Strengthening Community Based Forest and Watershed Management (SCBFWM),906001153247_1638535,mfa3vout,BD
3443,-276.367924438,906001153247_1213642,2141,land,1499.46608006,2592.88161428,1149.43038918,4.79024903946,150.925842224,177.233708273,0.0,62.1704949318,193.415777869,20.4002565052,2242.76084633,0.17932638583,1.909512,98.910168,SFM Strengthening Community Based Forest and Watershed Management (SCBFWM),906001153247_1213642,mfa3vout,BD
3443,438.066725371,906001153247_1633791,2142,land,2032.18427285,6355.76978853,459.436375823,4.67209876758,402.70607666,49.4762099917,0.0,22.246275402,102.168055064,24.6736111103,2953.95075485,0.0302812575156,-8.748842,120.989538,SFM Strengthening Community Based Forest and Watershed Management (SCBFWM),906001153247_1633791,mfa3vout,BD
3443,54.040623993,906001153247_1626231,2143,land,1701.95855935,3575.28449372,648.334356797,12.0911792509,655.370468795,8.71630186966,0.0,94.6126931369,167.4,25.1416666667,1636.70858325,0.131990368733,-1.007049,122.263968,SFM Strengthening Community Based Forest and Watershed Management (SCBFWM),906001153247_1626231,mfa3vout,BD
3443,249.992828693,906001153247_1633792,2144,land,1718.21770354,20238.8675938,487.485298113,8.42712433834,625.560337094,34.2922951839,0.0,62.841445345,98.0728069998,26.0267543778,3594.74802289,0.023854973531,-8.831482,117.443468,SFM Strengthening Community Based Forest and Watershed Management (SCBFWM),906001153247_1633792,mfa3vout,BD
3443,-276.367924438,906001153247_1642669,2145,land,4064.17759035,5303.51584525,673.327738063,5.11261037974,210.819037428,548.147224117,0.0,72.2028048152,191.460321802,24.0775223149,2247.03230137,0.124545926249,-7.591206,109.910168,SFM Strengthening Community Based Forest and Watershed Management (SCBFWM),906001153247_1642669,mfa3vout,BD
2751,-500.17311875,906001152939_1733039,2149,land,2169.81816245,19457.7866658,288.355971729,7.70113683491,881.093915492,10.6900856968,38.3800010681,80.7610321658,143.525229077,23.9485652623,3126.71424468,0.0419548396016,5.409163,116.910168,SFM Rehabilitation and Sustainable Use of Peatland Forests in South-East Asia,906001152939_1733039,mfa3vout,BD
3830,-626.361737332,906001192099_3433896,2169,mfa,1425.33674609,2033.5104756,114.643161819,0.143065774238,326.245948017,2.52546095848,0.0,43.8318671446,77.6588247329,23.800398455,3681.6872176,0.00349808828273,-25.099587,-60.089831,Rural Corridors and Biodiversity Conservation,906001192099_3433896,mfa3vout,BD
3830,295.87286549,906001192099_3835868,2170,mfa,1343.70672768,1788.52600278,135.942824444,0.092217258736,149.108272922,2.80903955853,0.0,36.8521010672,79.5127995357,20.9456496639,3373.04311509,0.00375440674798,-28.102171,-63.589831,Rural Corridors and Biodiversity Conservation,906001192099_3835868,mfa3vout,BD
3830,-626.361737332,906001192099_3861887,2171,mfa,1805.85769552,2642.40527732,104.068291804,0.171996154118,152.051798694,9.07193279266,0.0,27.1837134521,104.5,22.2625,3667.28450023,0.00438583742551,-26.434015,-60.589831,Rural Corridors and Biodiversity Conservation,906001192099_3861887,mfa3vout,BD
3623,-626.361737332,906001192161_3861887,2194,mfa,1805.85769552,2642.40527732,104.068291804,0.171996154118,152.051798694,9.07193279266,0.0,27.1837134521,104.5,22.2625,3667.28450023,0.00438583742551,-26.434015,-60.589831,Establishment of Incentives for the Conservation of Ecosystem Services of Global Significance,906001192161_3861887,mfa3vout,BD
3623,-175.110813964,906001192161_3853404,2195,mfa,1906.65933046,3588.23962232,3529.81168654,3.14345625462,374.097357515,2.06533002853,1.0,0.0,18.7018177208,7.27187161505,1164.8248866,0.018828825283,-23.098081,-66.089831,Establishment of Incentives for the Conservation of Ecosystem Services of Global Significance,906001192161_3853404,mfa3vout,BD
3623,-626.361737332,906001192161_3433896,2196,mfa,1425.33674609,2033.5104756,114.643161819,0.143065774238,326.245948017,2.52546095848,0.0,43.8318671446,77.6588247329,23.800398455,3681.6872176,0.00349808828273,-25.099587,-60.089831,Establishment of Incentives for the Conservation of Ecosystem Services of Global Significance,906001192161_3433896,mfa3vout,BD
3623,342.854771085,906001192161_3434137,2197,mfa,1666.24795094,2280.51162872,47.8659815911,0.288402264939,199.989351386,19.3494764254,0.0,15.6013022867,142.872785233,18.8148503055,3540.56726418,0.00242479683779,-32.106301,-59.089831,Establishment of Incentives for the Conservation of Ecosystem Services of Global Significance,906001192161_3434137,mfa3vout,BD
3129,513.574369262,906001192163_1347488,2198,mfa,2269.59683221,4843.99855437,641.4161641,3.94646156005,172.828461739,209.092933751,0.0,0.111091842086,39.775,17.4,1673.1105829,0.00767999663322,37.719486,68.910168,Sustaining Agricultural Biodiversity in the Face of Climate Change,906001192163_1347488,mfa3vout,BD
4659,157.729126808,906001192359_1559969,2296,mfa,2619.72145424,5528.56926089,438.31677581,7.36431780017,463.164560462,22.5803687722,269.770019531,77.1669728601,93.9953703704,22.3694444444,2586.10466912,0.303045137011,19.154374,104.826838,"LME-EA: Coastal Resources for Sustainable Development: Mainstreaming the Application of Marine Spatial Planning Strategies, Biodiversity Conservation and Sustainable Use",906001192359_1559969,mfa3vout,BD
4659,157.729126808,906001192359_1580700,2297,mfa,2665.00916249,2420.54752089,63.127221067,2.50391080908,130.281237351,253.751574714,0.0,43.3637312863,148.016666667,24.3416666667,1856.14210017,0.228381726385,18.238209,105.660168,"LME-EA: Coastal Resources for Sustainable Development: Mainstreaming the Application of Marine Spatial Planning Strategies, Biodiversity Conservation and Sustainable Use",906001192359_1580700,mfa3vout,BD
4659,188.932080159,906001192359_1579634,2298,mfa,2186.06344581,6578.38304367,198.405459881,5.83321702499,241.663302602,124.099351709,0.0,42.9188836308,120.716666667,21.75,2792.06097234,0.209675843355,12.240829,108.910168,"LME-EA: Coastal Resources for Sustainable Development: Mainstreaming the Application of Marine Spatial Planning Strategies, Biodiversity Conservation and Sustainable Use",906001192359_1579634,mfa3vout,BD
4659,188.932080159,906001192359_1587871,2299,mfa,1802.01980926,4294.8052975,139.524825222,5.00962475158,276.660534736,200.868126612,0.0,42.3160420493,174.208333333,26.325,2983.82354233,0.232878142547,14.07349,108.910168,"LME-EA: Coastal Resources for Sustainable Development: Mainstreaming the Application of Marine Spatial Planning Strategies, Biodiversity Conservation and Sustainable Use",906001192359_1587871,mfa3vout,BD
4659,-349.497455121,906001192359_1905678,2300,mfa,1859.16201089,4756.12623656,1.92811625315,0.108261983641,65.5002357298,341.218011554,0.0,2.64118317001,165.744113422,27.7180379511,1150.34150928,0.457267059807,8.991786,104.993498,"LME-EA: Coastal Resources for Sustainable Development: Mainstreaming the Application of Marine Spatial Planning Strategies, Biodiversity Conservation and Sustainable Use",906001192359_1905678,mfa3vout,BD
4659,-416.540506549,906001192359_1566165,2301,mfa,1530.6533734,1663.45215385,111.264891397,3.92008583586,121.165644223,239.928380536,0.0,41.128103322,118.76267926,22.9676559715,2450.38454871,0.172313746924,19.970568,105.243498,"LME-EA: Coastal Resources for Sustainable Development: Mainstreaming the Application of Marine Spatial Planning Strategies, Biodiversity Conservation and Sustainable Use",906001192359_1566165,mfa3vout,BD
4659,-349.497455121,906001192359_1559972,2302,mfa,3485.88485841,1805.23105229,2.00279326601,0.149028655855,48.678716867,562.220260506,0.0,0.641518384534,130.046494804,27.787907351,2209.72737212,0.304258448353,9.458338,105.826838,"LME-EA: Coastal Resources for Sustainable Development: Mainstreaming the Application of Marine Spatial Planning Strategies, Biodiversity Conservation and Sustainable Use",906001192359_1559972,mfa3vout,BD
4659,935.09852271,906001192359_1569805,2303,mfa,3895.88240952,3545.82677903,298.019715221,4.59250078446,152.765514947,61.2845066782,0.0,49.4760438987,137.867857156,27.2285714381,3180.49705085,0.245787509352,13.073873,108.993498,"LME-EA: Coastal Resources for Sustainable Development: Mainstreaming the Application of Marine Spatial Planning Strategies, Biodiversity Conservation and Sustainable Use",906001192359_1569805,mfa3vout,BD
5026,-519.472380029,906001224020_248380,2567,prog,1171.14129295,8262.26852929,868.299562332,0.262885555005,414.643783431,1.83701705933,0.0,0.0,4.97196969939,19.0030303027,1346.360816,0.0227069099548,30.228961,36.493498,MENA: Badia Ecosystem and Livelihoods Project (BELP),906001224020_248380,mfa3vout,BD
5619,-149.983358797,906001224024_408653,2568,prog,1193.61589874,1951.03105193,386.53995381,0.22368110636,82.928579951,31.2826064546,0.0,0.0,22.6951497633,29.4040662767,1577.32881693,0.170694867568,13.407079,32.310168,GGW Sudan Sustainable Natural Resources Management Project SSNRMP,906001224024_408653,mfa3vout,BD
5619,214.637836559,906001224024_408663,2569,prog,1178.31781155,3258.90060409,422.342553297,0.20175680801,168.731617202,34.2846240971,0.0,0.0,17.3333333333,30.5916666667,1048.31703596,0.221405076137,15.806081,35.560168,GGW Sudan Sustainable Natural Resources Management Project SSNRMP,906001224024_408663,mfa3vout,BD
5619,-149.983358797,906001224024_408648,2570,prog,1690.61504804,4502.56430712,404.852321818,0.144791860553,60.3266629291,69.041904939,0.0,0.0517211895003,22.0333333333,29.5333333333,1915.95080745,0.158263648436,14.506644,33.260168,GGW Sudan Sustainable Natural Resources Management Project SSNRMP,906001224024_408648,mfa3vout,BD
5220,-626.361737332,906001224036_444181,2576,prog,3443.8690982,4587.57772627,780.151152279,2.66128143605,800.250392708,6.82794171764,0.0,30.4623059709,108.6522652,23.9712892137,3590.06179777,0.0257507004948,10.907929,35.410168,PSG: Sustainable Land Management Project 2,906001224036_444181,mfa3vout,BD
5220,-808.889904477,906001224036_444183,2577,prog,2086.85748734,2711.95460199,473.725116255,0.483269532314,791.551325277,1.10322403908,257.429992676,43.3434177952,101.091666667,27.925,3308.70498636,0.105472194428,7.742074,34.410168,PSG: Sustainable Land Management Project 2,906001224036_444183,mfa3vout,BD
5220,-372.474274046,906001224036_444180,2578,prog,1863.99712446,21370.0283928,1936.40877553,8.39229456612,1076.64930847,114.132342158,0.0,0.39636286625,92.232667533,16.4234743413,1818.12550647,0.0588021174009,11.407774,38.410168,PSG: Sustainable Land Management Project 2,906001224036_444180,mfa3vout,BD
5220,-67.1490902489,906001224036_444185,2579,prog,1218.83823408,2357.29481315,1718.79437562,1.69368161823,334.322508098,99.7633358737,5.57999992371,3.81574889565,49.1278051549,18.5864115186,1959.84378733,0.160661783205,7.908708,38.910168,PSG: Sustainable Land Management Project 2,906001224036_444185,mfa3vout,BD
5220,-75.4362387974,906001224036_444188,2580,prog,4303.60817123,9453.2180792,2591.39162168,12.2313652034,726.218678216,63.4221681346,8.53999996185,40.3705679389,114.170519027,18.8041571101,2779.82464133,0.23887978582,5.967696,36.637468,PSG: Sustainable Land Management Project 2,906001224036_444188,mfa3vout,BD
5220,-372.474274046,906001224036_444187,2581,prog,2441.85415544,440.761070695,1985.86962284,4.5112759029,151.845804725,187.834843763,0.0,1.58442843272,52.7083333333,21.9666666667,2169.69405763,0.315830850514,14.07349,38.743498,PSG: Sustainable Land Management Project 2,906001224036_444187,mfa3vout,BD
4907,-347.179075802,906001224044_2565340,2586,prog,3004.67609654,329.600411078,124.646392394,0.971933395973,49.6555220211,425.736214098,0.0,21.9173313808,179.580337405,27.1504626173,2762.47909344,0.233367504672,5.325845,7.410168,GGW: Nigeria Erosion and Watershed Management Project (NEWMAP),906001224044_2565340,mfa3vout,BD
4907,-359.118457705,906001224044_2349961,2587,prog,2507.42550672,1127.96261336,54.231494096,0.722879756297,241.958392227,265.101473785,6.96000003815,15.7228138778,136.570833333,27.7791666667,2443.31582685,0.144500852386,6.24236,6.910168,GGW: Nigeria Erosion and Watershed Management Project (NEWMAP),906001224044_2349961,mfa3vout,BD
4907,-162.494207892,906001224044_2565343,2588,prog,2652.76135185,3608.86525508,153.915188384,1.36807076378,186.591477155,71.2284903774,91.9900054932,50.0069240251,143.606641495,26.2251346424,2816.94189322,0.206688447981,6.409002,5.910168,GGW: Nigeria Erosion and Watershed Management Project (NEWMAP),906001224044_2565343,mfa3vout,BD
4907,-359.118457705,906001224044_2337542,2589,prog,789.714658063,240.141369431,123.290804726,0.722602607272,103.724123023,842.201186555,0.0,23.5053643879,172.045346418,27.5000525179,2551.49595592,0.257644128244,5.409163,7.076838,GGW: Nigeria Erosion and Watershed Management Project (NEWMAP),906001224044_2337542,mfa3vout,BD
4907,86.1336959807,906001224044_2595345,2590,prog,2474.09091096,1253.00418816,58.2023389399,0.473668547874,42.7246652605,308.747409261,0.0,9.30959320842,155.912037037,27.2861111111,2348.58356596,0.231086081217,6.159044,7.993498,GGW: Nigeria Erosion and Watershed Management Project (NEWMAP),906001224044_2595345,mfa3vout,BD
4907,249.367838848,906001224044_2345891,2591,prog,1891.98121507,15994.4476098,250.004058277,3.68161078517,1142.77524004,70.162812307,171.100006104,68.1630285105,203.1625,27.3291666667,2512.60767672,0.0839646383725,5.659125,8.410168,GGW: Nigeria Erosion and Watershed Management Project (NEWMAP),906001224044_2345891,mfa3vout,BD
4907,-102.221333964,906001224044_2565344,2592,prog,2368.21247846,3157.72171203,235.8426201,1.97068965498,47.7172435078,908.900718659,8.96000003815,14.3512638716,136.213918404,27.1168468803,2194.34790622,0.293972300431,6.409002,7.410168,GGW: Nigeria Erosion and Watershed Management Project (NEWMAP),906001224044_2565344,mfa3vout,BD
2751,-349.497455121,906001152939_9781876,2600,land,3579.55851447,20562.4273653,3.36351753023,0.131915841963,519.526337525,144.879793711,258.480010986,31.748219609,164.825,27.7333333333,1955.43746422,0.159314580982,9.194196,104.849518,SFM Rehabilitation and Sustainable Use of Peatland Forests in South-East Asia,906001152939_9781876,mfa3vout,BD
3627,-388.366974636,906001153165_11189180,2606,land,1199.01883458,2070.74725329,455.263069625,10.9648458196,226.316632686,62.8752431499,121.800003052,61.0076747691,133.553808514,19.9464965902,2431.51356045,0.148927468913,22.307682,105.525448,SFM: Promotion of Sustainable Forest and Land Management in the Vietnam Uplands,906001153165_11189180,mfa3vout,BD
4035,-281.049535003,906001223990_11204568,2676,prog,4612.27376588,3020.74018561,264.778488111,2.45095447706,125.326127952,48.4502753113,14.2199993134,0.0,14.860553933,21.1325642332,1081.53638807,0.0531901616798,34.364008,9.371418,MENARID: Ecotourism and Conservation of Desert Biodiversity,906001223990_11204568,mfa3vout,BD
4035,425.426264916,906001223990_11204569,2677,prog,2189.33225182,10120.3681171,150.818748867,0.55653754541,365.78855405,7.65058422089,0.0,0.0,13.3214285099,22.7675739306,926.144281785,0.0278253101262,32.909598,9.009628,MENARID: Ecotourism and Conservation of Desert Biodiversity,906001223990_11204569,mfa3vout,BD
4035,-281.049535003,906001223990_11377640,2711,prog,5702.45989293,14070.9636045,129.717113779,2.09622971267,317.943118317,33.6236241646,0.0,0.0,16.5437626677,21.816071254,848.917657418,0.0268761722488,33.96135,8.421168,MENARID: Ecotourism and Conservation of Desert Biodiversity,906001223990_11377640,mfa3vout,BD
3472,-249.765688318,906001153083_1274305,2956,land,2845.62807535,2006.06247001,749.710830334,1.09412283845,72.4198403974,244.533437352,0.0,0.294254278812,122.225,24.2416666667,2352.84455835,0.0496839736009,22.019268,78.710168,SLEM/CPP: Integrated Land Use Management to Combat Land Degradation in Madja Pradesh,906001153083_1274305,mfa3vout,BD
3472,-353.723834612,906001153083_1256370,2957,land,1749.29497321,6977.54405166,340.402874722,1.65538185404,285.011000194,170.769529896,0.0,5.93892661231,63.9375,25.8583333333,2766.3767918,0.0161001786318,24.151072,81.910168,SLEM/CPP: Integrated Land Use Management to Combat Land Degradation in Madja Pradesh,906001153083_1256370,mfa3vout,BD
