"","dist_to_all_rivers.na.mean","dist_to_roads.na.mean","srtm_elevation_500m.na.mean","srtm_slope_500m.na.mean","accessibility_map.na.mean","gpw_v3_density.2000.mean","wdpa_5km.na.sum","treecover2000.na.mean","latitude","longitude","udel_precip_v4_01_yearly_max.2002.mean","udel_precip_v4_01_yearly_min.2002.mean","udel_precip_v4_01_yearly_mean.2002.mean","udel_air_temp_v4_01_yearly_max.2002.mean","udel_air_temp_v4_01_yearly_min.2002.mean","udel_air_temp_v4_01_yearly_mean.2002.mean","v4composites_calibrated.2002.mean","ltdr_yearly_ndvi_mean.2002.mean","treatment","ltdr_yearly_ndvi_mean.2014.mean","propensity","ML.prop","transOutcome","transProp","tree.pred","GEF_ID","Title"
"223",1964.1822509766,2019.0819091797,50.3125,0.101266861,291.3995327103,12.8586606979,0,0.4217925064,14.5,-14.25,168.7,0,43.6125,33.35,26.1,29.6041666667,0,2073.81884766,1,1774.54138184,0.23054599228254,0.23054599228254,7697.1252645557,0.23054599228254,880.012278062807,1842,"Indigenous Peoples' Network for Change"
"306",2517.8044433594,1354.0397949219,1750.6623505976,8.3840198517,220.2614503817,29.3212890625,2,1.1524772215,39.75,45.41667,92.15,4.55,44.7833333333,21.35,-5.6,9.5875,0.856873823,2350.07641602,1,2187.18554688,0.810891130222476,0.810891130222476,2697.26164877389,0.810891130222476,880.012278062807,3762,"Developing the Protected Area System "
"319",2625.3464355469,2483.3762207031,3895.9436532508,3.1569664478,252.7790697674,23.9936885834,1,0.1000265447,-16.00884,-69.73064,183.05,0,69.8166666667,11.6,5.9,9.5916666667,0.7517730496,2655.46679688,1,2138.93945312,0.750958723044813,0.750958723044813,2848.27832407023,0.750958723044813,-1076.7378538297,2127,"CBPF: Conservation and Adaptive Management of Globally Important Agricultural Heritage Systems (GIAHS)"
"320",1293.9693603516,1906.4449462891,607.4853273138,8.6452121735,109.3354700855,49.2112350464,0,0.0613802439,-30,-71,70.9,0,16.6395833333,13.175,5.45,9.5645833333,1.8747346072,2274.46142578,1,1503.43273926,0.81231803198918,0.81231803198918,1850.7932608346,0.81231803198918,880.012278062807,2127,"CBPF: Conservation and Adaptive Management of Globally Important Agricultural Heritage Systems (GIAHS)"
"321",1269.9910888672,1980.7681884766,3775.355304457,15.9960422516,449.0286396181,12.3671979904,1,8.7786751059,-13.08601,-72.02603,207.9,11.075,73.2270833333,16.05,11.575,14.60625,0,1156.16455078,1,1324.70214844,0.776940950449107,0.776940950449107,1705.02294630533,0.776940950449107,-1076.7378538297,2127,"CBPF: Conservation and Adaptive Management of Globally Important Agricultural Heritage Systems (GIAHS)"
"325",2524.0654296875,2691.9497070313,4157.9158415842,6.7253189087,474.9018691589,44.197845459,0,0.0027356068,-15,-70,143.4,0,59.8645833333,10.7,4.6,8.6479166667,0.0233100233,2004.80993652,1,1802.82397461,0.505486089344195,0.505486089344195,3566.5155038172,0.505486089344195,-1076.7378538297,2127,"CBPF: Conservation and Adaptive Management of Globally Important Agricultural Heritage Systems (GIAHS)"
"328",2060.6311035156,7103.69140625,133.6410867493,3.4910409451,758.58,10.2218151093,0,76.3098388204,-42.66667,-73.91667,311.3,74.6,193.5,13.3,4.8,9.0166666667,0,2867.63208008,1,3359.5871582,0.823868035239383,0.823868035239383,4077.82195023969,0.823868035239383,-1076.7378538297,2127,"CBPF: Conservation and Adaptive Management of Globally Important Agricultural Heritage Systems (GIAHS)"
"331",3047.8176269531,2029.1240234375,3910.774375,17.8966560364,417.7429245283,7.3055706024,0,15.507604789,-13,-72.25,231.8,12.5,85.9916666667,19.05,14.45,17.6125,0,995.883972168,1,1153.09033203,0.56744075800963,0.56744075800963,2032.08936924906,0.56744075800963,-1076.7378538297,2127,"CBPF: Conservation and Adaptive Management of Globally Important Agricultural Heritage Systems (GIAHS)"
"338",1522.2041015625,1023.4420776367,1037.0487528345,0.5722418427,137.6982758621,5.1594386101,0,0.8339224886,-29,24,76.775,0,30.6916666667,25.325,9.45,19.1791666667,0.2908704883,2165.7824707,1,2046.53125,0.285750694758891,0.285750694758891,7161.94671626891,0.285750694758891,880.012278062807,2123,"Conservation & Management of Pollinators for Sustainable Agriculture through an Ecosystem Approach"
"380",993.4655151367,1604.3869628906,245.6166837257,0.2852607071,279.7719298246,16.9599056244,0,0.1173542321,37.89099,65.24484,72.35,0,21.1416666667,30,1.3,17.9583333333,8.265625,1581.38037109,1,1361.67480469,0.20012593691538,0.20012593691538,6804.08959317333,0.20012593691538,880.012278062807,3698,"Strengthening the Turkmenistan Protected Areas System"
"405",2034.318359375,1996.7275390625,167.9513274336,3.3934659958,125.9285714286,122.3321838379,0,22.8051372231,47.25,28.58333,139.45,6.65,47.1791666667,23.4,-6.25,10.6833333333,3.9815745394,2990.56762695,1,3099.34301758,0.612804803614945,0.612804803614945,5057.6349912679,0.612804803614945,880.012278062807,3675,"Improving Coverage and Management Effectiveness of the Protected Area System in Moldova"
"406",1451.0310058594,1433.2692871094,145.7320954907,2.3653364182,79.5882352941,88.1807479858,0,9.3093234124,47.30543,28.98056,118.95,3.15,43.7666666667,23.6,-6.5,10.5833333333,3.6205733558,2775.4855957,1,2782.11572266,0.567384476913314,0.567384476913314,4903.40472089626,0.567384476913314,880.012278062807,3675,"Improving Coverage and Management Effectiveness of the Protected Area System in Moldova"
"413",1293.9693603516,1906.4449462891,607.4853273138,8.6452121735,109.3354700855,49.2112350464,0,0.0613802439,-30,-71,70.9,0,16.6395833333,13.175,5.45,9.5645833333,1.8747346072,2274.46142578,1,1503.43273926,0.81231803198918,0.81231803198918,1850.7932608346,0.81231803198918,880.012278062807,4330,"Strengthening National Frameworks for IAS Governance - Piloting in Juan Fernandez Archipelago"
"414",3143.1364746094,1693.5922851563,2179.7618771727,8.5173521042,243.1597374179,5.4275827408,0,52.0591986749,26.17612,-107.04507,214.7,8.3,69.325,18.7,7.35,13.5666666667,0.2345132743,3507.51635742,1,2875.24169922,0.826119272284911,0.826119272284911,3480.41959034263,0.826119272284911,-1076.7378538297,3637,"SFM Transforming Management of Biodiversity-rich Community Production Forests through Building National Capacities for Market-based Instruments - under the Sustainable Forest Management Program"
"417",1246.4461669922,6110.7177734375,1917.9107981221,18.313955307,718.5157657658,3.8334248066,0,46.6338887575,24.2,-105.75,216.5,4.1,67.3916666667,16.1,6.3,11.7333333333,0.0769230769,3508.3828125,1,3348.78710938,0.907832537599739,0.907832537599739,3688.77185018507,0.907832537599739,-1076.7378538297,3637,"SFM Transforming Management of Biodiversity-rich Community Production Forests through Building National Capacities for Market-based Instruments - under the Sustainable Forest Management Program"
"421",1412.20703125,1912.9373779297,1965.8837868481,2.2655053139,160.3168103448,2.3292901516,0,3.2793518449,28.95,-107.83333,154.75,1.05,36.8583333333,19.55,1.65,12.2291666667,1.6326963907,2284.25097656,1,1844.84521484,0.719880381691803,0.719880381691803,2562.71078051106,0.719880381691803,880.012278062807,3637,"SFM Transforming Management of Biodiversity-rich Community Production Forests through Building National Capacities for Market-based Instruments - under the Sustainable Forest Management Program"
"423",1534.0301513672,1100.1687011719,2016.7704918033,1.9248126745,138.1914414414,6.7596521378,0,0.4837636377,24.83333,-104.83333,197,0,49.5333333333,22.7,11,17.5,1.5555555556,1956.61901855,1,1725.36499023,0.572973595271194,0.572973595271194,3011.24694832293,0.572973595271194,880.012278062807,3637,"SFM Transforming Management of Biodiversity-rich Community Production Forests through Building National Capacities for Market-based Instruments - under the Sustainable Forest Management Program"
"427",2224.8010253906,6289.6118164063,2512.1050469484,4.3885316849,589.5609756098,7.0504574776,0,27.0635785186,24.97069,-105.70752,188.05,2.5,52.7166666667,19.5,7.55,14.375,0.2755555556,2937.45117188,1,2560.56176758,0.636160577023372,0.636160577023372,4025.02427855715,0.636160577023372,-1076.7378538297,3637,"SFM Transforming Management of Biodiversity-rich Community Production Forests through Building National Capacities for Market-based Instruments - under the Sustainable Forest Management Program"
"429",1526.65625,1391.6481933594,2361.2720504009,3.6751022339,196.4869565217,11.9575519562,1,32.3971075338,27.78937,-107.61036,138.3,7.8,50.8333333333,17.9,2.3,11.0083333333,2.5238095238,2924.22143555,1,2523.21875,0.871793573757683,0.871793573757683,2894.28464025514,0.871793573757683,880.012278062807,3637,"SFM Transforming Management of Biodiversity-rich Community Production Forests through Building National Capacities for Market-based Instruments - under the Sustainable Forest Management Program"
"431",2948.1477050781,1726.0090332031,2543.6880093132,6.0208535194,257.4336283186,1.8955318928,0,55.0767935622,25.47838,-106.20884,242.75,3.45,55.7791666667,18.5,7.4,13.675,0,3146.69873047,1,2846.90942383,0.745777197765602,0.745777197765602,3817.37257770757,0.745777197765602,-1076.7378538297,3637,"SFM Transforming Management of Biodiversity-rich Community Production Forests through Building National Capacities for Market-based Instruments - under the Sustainable Forest Management Program"
"434",1644.0795898438,1679.9553222656,1726.8416572077,3.7536234856,82.9396551724,86.4346542358,0,0.3742613461,28.75,-106.25,147.8,0,31.0166666667,24.1,5.8,15.5083333333,8.1252653928,1706.81762695,1,1607.54772949,0.591110292894551,0.591110292894551,2719.53939698488,0.591110292894551,880.012278062807,3637,"SFM Transforming Management of Biodiversity-rich Community Production Forests through Building National Capacities for Market-based Instruments - under the Sustainable Forest Management Program"
"438",1067.1376953125,1700.9147949219,2229.9896073903,6.1916637421,201.4323144105,2.9123387337,0,17.4763799757,26.73537,-106.53591,143.4,3.2,42.0166666667,21.05,7.15,14.8416666667,0,2705.4387207,1,2341.09326172,0.696532068364936,0.696532068364936,3361.0703197278,0.696532068364936,880.012278062807,3637,"SFM Transforming Management of Biodiversity-rich Community Production Forests through Building National Capacities for Market-based Instruments - under the Sustainable Forest Management Program"
"441",1888.6083984375,1392.7239990234,1115.1251518834,7.2469124794,123.0438799076,15.1347408295,0,11.2742418518,19.57479,-103.90727,126.1,0.6,45.1625,26.1,20.55,23.4208333333,3.3348729792,2631.85668945,1,2186.09985352,0.717262630402792,0.717262630402792,3047.83737623743,0.717262630402792,880.012278062807,3637,"SFM Transforming Management of Biodiversity-rich Community Production Forests through Building National Capacities for Market-based Instruments - under the Sustainable Forest Management Program"
"448",2501.9086914063,2066.5749511719,2512.0727272727,7.7552599907,118.2979214781,151.1022338867,0,48.8071545068,19.58442,-100.3422,304.45,5.05,112.6583333333,19.3,13.25,15.9708333333,6.7425287356,2720.01098633,1,2348.05786133,0.751514760504713,0.751514760504713,3124.43345723916,0.751514760504713,-1076.7378538297,3637,"SFM Transforming Management of Biodiversity-rich Community Production Forests through Building National Capacities for Market-based Instruments - under the Sustainable Forest Management Program"
"449",1949.7779541016,2617.4458007813,2090.9130952381,0.6798189878,215.7729357798,13.3777446747,0,0.0017182672,23,-102,199.575,1.1,54.5375,20.15,10.95,15.8270833333,0.9686800895,1668.50488281,1,1456.69274902,0.512451414545025,0.512451414545025,2842.59679586075,0.512451414545025,-1076.7378538297,3637,"SFM Transforming Management of Biodiversity-rich Community Production Forests through Building National Capacities for Market-based Instruments - under the Sustainable Forest Management Program"
"456",2228.5229492188,1275.2962646484,2096.6100973236,6.9523320198,46.9930394432,249.7043914795,0,33.2613389534,19.43197,-100.35741,304.45,5.05,112.6583333333,19.3,13.25,15.9708333333,12.8577981651,2864.25292969,1,2440.1940918,0.805914124445648,0.805914124445648,3027.85869831789,0.805914124445648,-1076.7378538297,3637,"SFM Transforming Management of Biodiversity-rich Community Production Forests through Building National Capacities for Market-based Instruments - under the Sustainable Forest Management Program"
"457",2859.6142578125,1836.7351074219,2721.1030927835,5.7348985672,178.831797235,148.496673584,0,30.0462364305,19.77977,-100.19726,254.1,5.1,82.8583333333,16.6,11.1,13.7166666667,9.1041666667,2312.18066406,1,1928.4263916,0.689793779508642,0.689793779508642,2795.65639599369,0.689793779508642,-1076.7378538297,3637,"SFM Transforming Management of Biodiversity-rich Community Production Forests through Building National Capacities for Market-based Instruments - under the Sustainable Forest Management Program"
"462",2447.9602050781,3922.5852050781,1905.4729411765,12.1359434128,719.9599109131,5.7019128799,0,52.1370437729,24.70422,-106.00968,240.15,4.95,74.9958333333,17.95,8.05,13.8041666667,0.3705357143,3384.63452148,1,3080.50561523,0.852539545390398,0.852539545390398,3613.32870936721,0.852539545390398,-1076.7378538297,3637,"SFM Transforming Management of Biodiversity-rich Community Production Forests through Building National Capacities for Market-based Instruments - under the Sustainable Forest Management Program"
"466",1506.9084472656,2160.4008789063,733.3372524752,4.6208906174,177.4042056075,37.9661216736,0,45.6992607447,14.56667,-86.63333,139.55,2.15,47.85,26.1,22.2,24.1375,2.7832167832,3084.51586914,1,3053.05883789,0.680167413620355,0.680167413620355,4488.68730955421,0.680167413620355,880.012278062807,3996,"SFM: Mainstreaming Biodiversity Conservation into the Management of Pine-Oak Forests"
"478",2990.9309082031,666.6666870117,68.5377358491,4.8258743286,88.1,250.6187896729,0,0.1246013562,18.8,-72.65,NA,NA,NA,NA,NA,NA,0,1801.35107422,1,1466.53369141,NA,NA,NA,NA,880.012278062807,3616,"Establishing a Financially Sustainable National Protected Areas System"
"480",4051.0727539063,1783.623046875,1218.3453325198,8.8714513779,233.3885057471,87.8058013916,1,32.9799907646,18.33167,-71.78778,128.1,0,28.6166666667,22.2,18.7,20.1166666667,0.013986014,2648.58642578,1,2575.08813477,0.82285521699341,0.82285521699341,3129.45471036689,0.82285521699341,880.012278062807,3616,"Establishing a Financially Sustainable National Protected Areas System"
"503",3208.7155761719,3947.0329589844,3014.5727155727,6.6898636818,196.432038835,187.411605835,0,62.0005662417,1.09703,-77.14864,127.9,27.9,70.425,12.4,10.8,11.5666666667,1.3292682927,1220.203125,1,1432.59362793,0.541534944669613,0.541534944669613,2645.4315497664,0.541534944669613,-1076.7378538297,3604,"Mainstreaming Traditional Knowledge Associated with Agrobiodiversity in Colombian Agroecosystems"
"504",3375.7429199219,1503.7937011719,3171.5511912428,7.5417532921,129.2107843137,148.0318603516,0,28.7008371775,1.0832688611,-77.6854658127,177.3,46.7,113.3583333333,13.4,11.75,12.5291666667,3.7699757869,1907.93774414,1,2369.69091797,0.643780482895277,0.643780482895277,3680.89897244598,0.643780482895277,-1076.7378538297,3604,"Mainstreaming Traditional Knowledge Associated with Agrobiodiversity in Colombian Agroecosystems"
"559",2211.5925292969,11276.173828125,3061.5064102564,16.0561580658,1498.2233009709,4.1752257347,2,62.2505491662,-1.25,-78.25,283.5,105,189.2166666667,16.2,14,15.2833333333,0,1059.84619141,1,1146.04846191,0.871181126170602,0.871181126170602,1315.51112332703,0.871181126170602,-1076.7378538297,3548,"Marine and Coastal Biodiversity Conservation"
"578",996.8854370117,1976.7565917969,52.0452203778,0.6602584124,635.6379310345,22.9476909637,0,27.9015718392,-27.62236,32.32945,86.8,0,33.325,25.7,17,22.175,0,3216.79736328,1,3411.50976562,0.28841630194587,0.28841630194587,11828.4221197048,0.28841630194587,880.012278062807,2924,"Development, Empowerment and Conservation in the Greater St Lucia Wetland Park and Surrounding Region"
"580",3374.9736328125,1255.7973632813,40.7714631197,0.7197529674,589.15,45.4665756226,0,13.5444755406,-27.54039,32.67815,85.3,0,24.2916666667,26.9,19.5,23.5583333333,0.8358862144,1877.25048828,1,1469.37182617,0.172189902767261,0.172189902767261,8533.43780649011,0.172189902767261,880.012278062807,2924,"Development, Empowerment and Conservation in the Greater St Lucia Wetland Park and Surrounding Region"
"586",2195.0649414063,880.5285644531,109.0412037037,1.2025601864,10.890459364,102.8965911865,0,9.830853563,44.81892,20.45998,87,13.4,43.4083333333,23.95,0.15,13.15,45.9383802817,2568.54614258,1,2999.85839844,0.606735618356332,0.606735618356332,4944.25958800099,0.606735618356332,880.012278062807,3946,"Ensuring Financial Sustainability of the Protected Area System"
"590",1144.49609375,1127.7440185547,958.964781746,1.6529134512,15.4169811321,2542.2097167969,0,0.2361875574,40.1211918492,44.478468551,99.85,8.15,46.0541666667,21.25,-6.9,9.6583333333,27.5380228137,2464.45922852,1,2288.76831055,0.645527725461568,0.645527725461568,3545.57708410352,0.645527725461568,880.012278062807,3945,"Catalyzing Financial Sustainability of Armenia's Protected Areas System"
"591",1280.7622070313,1577.3135986328,870.5265772479,0.5009251237,61.703564728,189.6410217285,0,0.4854130937,40.1001,44.09448,78.9,3.6,34.2166666667,17,-12.65,4.6083333333,7.7429111531,2377.38891602,1,2517.77783203,0.526260682446294,0.526260682446294,4784.2788108856,0.526260682446294,880.012278062807,3945,"Catalyzing Financial Sustainability of Armenia's Protected Areas System"
"594",1017.1156005859,1910.8200683594,843.538961039,0.7759388089,110.0247148289,91.6975708008,0,0.623092245,39.87833,44.57623,68,0,28.4291666667,17.7,-12.25,4.9625,5.0302457467,2024.80041504,1,1981.79821777,0.445285708854095,0.445285708854095,4450.62165338742,0.445285708854095,880.012278062807,3945,"Catalyzing Financial Sustainability of Armenia's Protected Areas System"
