"","count","ncat","improve","index","adj"
"treecover2000.na.mean",0,1,0.923076923076923,13.2820351475,0.666666666666667
"srtm_elevation_500m.na.mean",0,-1,0.846153846153846,1501.63505675483,0.333333333333333
"udel_precip_v4_01_yearly_max.2002.mean",50,1,2.78303858170001e-10,135.75,0
"udel_precip_v4_01_yearly_mean.2002.mean",50,1,2.78110251154603e-10,22.3083333333333,0
"gpw_v3_density.2000.mean",50,-1,2.77967282529812e-10,342.671706541546,0
"accessibility_map.na.mean",50,1,2.77907748244434e-10,104.320313604,0
"latitude",50,-1,2.77882286889158e-10,22.402332,0
"udel_precip_v4_01_yearly_mean.2002.mean",0,1,0.92,22.3083333333333,0.8
"treecover2000.na.mean",0,1,0.84,0.0218099402283,0.6
"ltdr_yearly_ndvi_mean.2002.mean",0,1,0.82,1737.61956405,0.55
"udel_air_temp_v4_01_yearly_min.2002.mean",0,1,0.76,16.7429185955005,0.4
"dist_to_roads.na.mean",0,-1,0.74,3313.39192861989,0.35
"udel_air_temp_v4_01_yearly_min.2002.mean",30,-1,2.87386578916612e-10,21.675,0
"latitude",30,-1,2.86548795751638e-10,20.246344,0
"ltdr_yearly_ndvi_mean.2002.mean",30,-1,2.86461702601759e-10,2462.94177255,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",30,-1,2.86305928833917e-10,26.908872695349,0
"srtm_elevation_500m.na.mean",30,-1,2.86253266885629e-10,455.408629973988,0
"latitude",0,1,0.9,18.6525325,0.769230769230769
"gpw_v3_density.2000.mean",0,1,0.8,153.986708565355,0.538461538461539
"udel_air_temp_v4_01_yearly_mean.2002.mean",0,-1,0.8,26.8406311891349,0.538461538461539
"years_since_implementation",0,-1,0.766666666666667,4.5,0.461538461538462
"srtm_elevation_500m.na.mean",0,1,0.7,561.039639487602,0.307692307692308
"dist_to_roads.na.mean",13,-1,4.35042719144787e-10,2599.99643782735,0
"udel_air_temp_v4_01_yearly_min.2002.mean",13,-1,4.34608509588491e-10,20.15,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",13,-1,4.3413460473905e-10,26.4333333333333,0
"latitude",13,-1,4.33905418779749e-10,24.998822,0
"udel_air_temp_v4_01_yearly_max.2002.mean",13,-1,4.33905418779749e-10,29.8751389099406,0
"accessibility_map.na.mean",0,-1,0.769230769230769,302.37677047131,0.4
"gpw_v3_density.2000.mean",0,1,0.769230769230769,164.197484485064,0.4
"longitude",0,-1,0.769230769230769,75.961313,0.4
"udel_precip_v4_01_yearly_max.2002.mean",0,-1,0.769230769230769,301.097411884525,0.4
"udel_precip_v4_01_yearly_mean.2002.mean",0,-1,0.769230769230769,153.61315120957,0.4
"treecover2000.na.mean",8,-1,1.77410253905396e-09,0.0864962786548,0
"ltdr_yearly_ndvi_mean.2002.mean",8,-1,1.77410253905396e-09,2169.75927029,0
"dist_to_all_rivers.na.mean",8,-1,1.77236999840542e-09,2629.87731714085,0
"v4composites_calibrated.2002.mean",8,-1,1.77236999840542e-09,5.56021460833728,0
"udel_precip_v4_01_yearly_mean.2002.mean",8,-1,1.77038060877919e-09,71.672517200295,0
"ltdr_yearly_ndvi_mean.2002.mean",0,-1,1,2169.75927029,1
"latitude",0,-1,0.875,21.760304,0.75
"udel_precip_v4_01_yearly_mean.2002.mean",0,-1,0.875,71.672517200295,0.75
"udel_air_temp_v4_01_yearly_max.2002.mean",0,1,0.875,31.5751389099406,0.75
"udel_air_temp_v4_01_yearly_min.2002.mean",0,1,0.875,19.5378472748514,0.75
"v4composites_calibrated.2002.mean",10,-1,2.74710266170847e-10,0.223643550685408,0
"gpw_v3_density.2000.mean",10,-1,2.74063939091293e-10,28.5426513162279,0
"accessibility_map.na.mean",10,-1,2.73696372412779e-10,394.239276193671,0
"treecover2000.na.mean",10,-1,2.73433730652746e-10,61.51510472895,0
"ltdr_yearly_ndvi_mean.2002.mean",10,-1,2.73142827469931e-10,2418.16543066,0
"gpw_v3_density.2000.mean",0,-1,0.9,16.0065611821991,0.666666666666667
"treecover2000.na.mean",0,-1,0.8,41.7295597335,0.333333333333334
"latitude",0,-1,0.8,5.6964445,0.333333333333334
"longitude",0,-1,0.8,33.8578645,0.333333333333334
"udel_precip_v4_01_yearly_min.2002.mean",0,-1,0.8,2.82899883102843,0.333333333333334
"dist_to_roads.na.mean",13,1,2.56094109179433e-09,6090.46867703954,0
"udel_precip_v4_01_yearly_max.2002.mean",13,1,2.5587161384889e-09,241.027864706142,0
"ltdr_yearly_ndvi_mean.2002.mean",13,1,2.55639680560771e-09,2306.652200745,0
"treecover2000.na.mean",13,1,2.55100531970206e-09,22.37585806895,0
"udel_air_temp_v4_01_yearly_max.2002.mean",13,1,2.54961864170931e-09,26.3416666670978,0
"accessibility_map.na.mean",0,1,0.846153846153846,212.442656897118,0.5
"gpw_v3_density.2000.mean",0,-1,0.846153846153846,147.514304762915,0.5
"udel_air_temp_v4_01_yearly_min.2002.mean",0,1,0.846153846153846,23.078355262074,0.5
"udel_air_temp_v4_01_yearly_mean.2002.mean",0,1,0.846153846153846,27.5706349208179,0.5
"ltdr_yearly_ndvi_mean.2002.mean",0,1,0.846153846153846,2493.929542335,0.5
"gpw_v3_density.2000.mean",43,-1,1.64761308648727e-10,109.316970688059,0
"dist_to_roads.na.mean",43,-1,1.64239695144753e-10,3610.57357889267,0
"v4composites_calibrated.2002.mean",43,-1,1.63237711764998e-10,0.00339242423381,0
"treecover2000.na.mean",43,-1,1.63051277512113e-10,59.9913441246,0
"longitude",43,-1,1.62978610532626e-10,125.297808,0
"years_since_implementation",0,1,0.86046511627907,4.5,0.5
"accessibility_map.na.mean",0,1,0.837209302325581,1005.94348232554,0.416666666666667
"udel_air_temp_v4_01_yearly_min.2002.mean",0,-1,0.837209302325581,18.9054907184758,0.416666666666667
"udel_air_temp_v4_01_yearly_mean.2002.mean",0,-1,0.837209302325581,23.2458333333333,0.416666666666667
"dist_to_roads.na.mean",0,1,0.813953488372093,4773.50331099135,0.333333333333333
"srtm_elevation_500m.na.mean",12,1,1.02802791736268e-09,961.670352692548,0
"ltdr_yearly_ndvi_mean.2002.mean",12,-1,1.02730843900186e-09,2572.622400035,0
"udel_air_temp_v4_01_yearly_max.2002.mean",12,1,1.02564293030466e-09,20.5639207441559,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",12,1,1.02564293030466e-09,19.1291666666667,0
"longitude",12,-1,1.02376674212421e-09,125.576833,0
"wdpa_5km.na.sum",0,1,0.833333333333333,4.819999992845,0.666666666666667
"treecover2000.na.mean",0,-1,0.833333333333333,43.5348820005,0.666666666666667
"latitude",0,1,0.833333333333333,0.9037535,0.666666666666667
"longitude",0,-1,0.833333333333333,102.338249,0.666666666666667
"udel_precip_v4_01_yearly_max.2002.mean",0,-1,0.833333333333333,279.9375,0.666666666666667
"udel_precip_v4_01_yearly_max.2002.mean",6,-1,1.16445330278123e-09,188.911295870152,0
"udel_air_temp_v4_01_yearly_max.2002.mean",6,-1,1.16445330278123e-09,20.5639207441559,0
"srtm_elevation_500m.na.mean",6,-1,1.16445330278123e-09,2061.82705902381,0
"udel_precip_v4_01_yearly_mean.2002.mean",6,-1,1.16445330278123e-09,115.426926180306,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",6,-1,1.16445330278123e-09,19.0437452217099,0
"srtm_elevation_500m.na.mean",0,1,1,2061.82705902381,1
"udel_precip_v4_01_yearly_mean.2002.mean",0,-1,1,115.426926180306,1
"udel_air_temp_v4_01_yearly_max.2002.mean",0,-1,1,20.5639207441559,1
"udel_air_temp_v4_01_yearly_mean.2002.mean",0,-1,1,19.0437452217099,1
"dist_to_roads.na.mean",0,1,0.833333333333333,8763.91875625164,0.5
"udel_precip_v4_01_yearly_mean.2002.mean",428,-1,3.0435337306353e-11,191.148510451586,0
"udel_precip_v4_01_yearly_max.2002.mean",428,-1,3.04316794708847e-11,611.635000142911,0
"longitude",428,-1,3.04296046157951e-11,8.8947875,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",428,1,3.04265444408098e-11,27.8637016395064,0
"dist_to_all_rivers.na.mean",428,1,3.041079425916e-11,148069.206757152,0
"udel_precip_v4_01_yearly_min.2002.mean",0,-1,0.983644859813084,67.5,0.461538461538463
"udel_precip_v4_01_yearly_max.2002.mean",0,-1,0.978971962616822,508.247132098908,0.307692307692307
"accessibility_map.na.mean",0,-1,0.97196261682243,1999.57472736495,0.0769230769230778
"treecover2000.na.mean",0,-1,0.97196261682243,88.08512089605,0.0769230769230778
"longitude",0,-1,0.97196261682243,125.839115,0.0769230769230778
"udel_precip_v4_01_yearly_mean.2002.mean",415,1,3.22381699842371e-11,38.3174386203975,0
"udel_air_temp_v4_01_yearly_min.2002.mean",415,1,3.22268487104066e-11,24.8611409611478,0
"udel_precip_v4_01_yearly_max.2002.mean",415,1,3.22261399115961e-11,98.0338678155851,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",415,1,3.22238443857485e-11,27.3847222227971,0
"srtm_slope_500m.na.mean",415,-1,3.22196767228472e-11,0.672368241492659,0
"udel_precip_v4_01_yearly_max.2002.mean",0,1,0.896385542168675,136.671240945637,0.785
"ltdr_yearly_ndvi_mean.2002.mean",0,1,0.867469879518072,1779.16325136,0.725
"treecover2000.na.mean",0,1,0.857831325301205,0.01382806812475,0.705
"latitude",0,-1,0.746987951807229,13.4836045,0.475
"udel_air_temp_v4_01_yearly_min.2002.mean",0,1,0.701204819277108,21.7777538796395,0.38
"dist_to_all_rivers.na.mean",200,-1,4.25395705310573e-11,108027.163675255,0
"udel_precip_v4_01_yearly_max.2002.mean",200,-1,4.2538559645919e-11,151.075827530457,0
"longitude",200,-1,4.25382938946749e-11,22.1644995,0
"gpw_v3_density.2000.mean",200,-1,4.25246225972881e-11,176.110734099187,0
"srtm_elevation_500m.na.mean",200,-1,4.25188630199438e-11,22.7337043263352,0
"udel_precip_v4_01_yearly_max.2002.mean",197,-1,4.45730364842025e-11,151.075827530457,0
"longitude",197,-1,4.45653936366579e-11,63.0636915,0
"gpw_v3_density.2000.mean",197,-1,4.45479798427753e-11,176.110734099187,0
"srtm_slope_500m.na.mean",197,-1,4.45338307889815e-11,0.660582841411276,0
"v4composites_calibrated.2002.mean",197,-1,4.45297668416891e-11,2.15029555608,0
"ltdr_yearly_ndvi_mean.2002.mean",0,-1,0.908629441624365,1614.101220655,0.307692307692307
"udel_precip_v4_01_yearly_mean.2002.mean",0,-1,0.898477157360406,40.5869242145701,0.230769230769231
"udel_air_temp_v4_01_yearly_mean.2002.mean",0,1,0.888324873096447,29.4041666666667,0.153846153846154
"accessibility_map.na.mean",0,-1,0.883248730964467,29.7690687833801,0.115384615384615
"latitude",0,1,0.883248730964467,31.000366,0.115384615384615
"srtm_elevation_500m.na.mean",26,-1,2.51799379352509e-10,428.233194568774,0
"years_since_implementation",26,-1,2.49877160896635e-10,1.5,0
"udel_precip_v4_01_yearly_max.2002.mean",26,-1,2.49755289577613e-10,112.945565735626,0
"srtm_slope_500m.na.mean",26,-1,2.49753127518913e-10,1.73627528706094,0
"dist_to_roads.na.mean",26,-1,2.48182470228173e-10,3895.63508946404,0
"srtm_slope_500m.na.mean",0,-1,0.884615384615385,1.24557969189931,0.7
"udel_precip_v4_01_yearly_max.2002.mean",0,1,0.807692307692308,126.840893057651,0.5
"years_since_implementation",0,-1,0.807692307692308,1.5,0.5
"dist_to_roads.na.mean",0,-1,0.769230769230769,3565.99457798726,0.4
"accessibility_map.na.mean",0,-1,0.769230769230769,238.387698414246,0.4
"years_since_implementation",16,-1,2.77523067337984e-10,0.5,0
"srtm_elevation_500m.na.mean",16,-1,2.76898716271587e-10,201.522465850879,0
"v4composites_calibrated.2002.mean",16,-1,2.76083080423996e-10,1.98551803582309,0
"ltdr_yearly_ndvi_mean.2002.mean",16,-1,2.75988300744716e-10,2558.38967841,0
"gpw_v3_density.2000.mean",16,-1,2.75835140326421e-10,932.387081777393,0
"srtm_elevation_500m.na.mean",0,1,0.875,80.3261799108455,0.6
"gpw_v3_density.2000.mean",0,-1,0.875,195.97023335605,0.6
"udel_precip_v4_01_yearly_min.2002.mean",0,-1,0.875,0.215140524982666,0.6
"udel_air_temp_v4_01_yearly_max.2002.mean",0,1,0.875,30.95,0.6
"udel_air_temp_v4_01_yearly_mean.2002.mean",0,1,0.875,27.6145833333333,0.6
"treecover2000.na.mean",5,-1,1.55752145538535e-09,5.454568827545,0
"v4composites_calibrated.2002.mean",5,-1,1.51807902199453e-09,1.648921430265,0
"dist_to_all_rivers.na.mean",5,-1,1.512594196663e-09,1835.17867379158,0
"dist_to_roads.na.mean",5,-1,1.49343692479204e-09,2034.20628388886,0
"srtm_elevation_500m.na.mean",5,-1,1.49343692479204e-09,111.265396461173,0
"dist_to_all_rivers.na.mean",0,-1,0.8,1835.17867379158,0.5
"latitude",0,1,0.8,21.2353465,0.5
"udel_precip_v4_01_yearly_max.2002.mean",0,-1,0.8,139.446240945637,0.5
"udel_precip_v4_01_yearly_mean.2002.mean",0,-1,0.8,53.8060652982154,0.5
"udel_air_temp_v4_01_yearly_max.2002.mean",0,-1,0.8,28.95,0.5
"treecover2000.na.mean",10,1,3.26004015459863e-09,3.389878783065,0
"ltdr_yearly_ndvi_mean.2002.mean",10,1,3.26004015459863e-09,1929.10339303,0
"udel_precip_v4_01_yearly_mean.2002.mean",10,1,3.20417194438611e-09,48.4629766327597,0
"srtm_elevation_500m.na.mean",10,1,3.17787041989684e-09,788.194733806961,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",10,-1,3.17787041989684e-09,18.7598724259579,0
"ltdr_yearly_ndvi_mean.2002.mean",0,1,1,1929.10339303,1
"gpw_v3_density.2000.mean",0,1,0.9,76.8108737307516,0.5
"udel_precip_v4_01_yearly_mean.2002.mean",0,1,0.9,48.4629766327597,0.5
"gpw_v3_density.2000.mean",8,-1,8.21699705083828e-09,51.5325262168611,0
"v4composites_calibrated.2002.mean",8,-1,8.09499960025986e-09,1.449140215155,0
"srtm_elevation_500m.na.mean",8,1,8.05629266000558e-09,788.194733806961,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",8,-1,8.05629266000558e-09,18.5745367058581,0
"dist_to_all_rivers.na.mean",8,-1,7.99949490920241e-09,2054.29632009725,0
"dist_to_all_rivers.na.mean",0,-1,0.875,2054.29632009725,0.5
"srtm_elevation_500m.na.mean",0,1,0.875,788.194733806961,0.5
"udel_precip_v4_01_yearly_mean.2002.mean",0,1,0.875,42.0833333333333,0.5
"udel_air_temp_v4_01_yearly_mean.2002.mean",0,-1,0.875,18.5745367058581,0.5
"v4composites_calibrated.2002.mean",0,-1,0.875,1.449140215155,0.5
"wdpa_5km.na.sum",171,1,5.4596964312979e-11,258.3950042725,0
"longitude",171,-1,5.45827982222066e-11,22.1644995,0
"v4composites_calibrated.2002.mean",171,-1,5.45772728066933e-11,2.787667862655,0
"gpw_v3_density.2000.mean",171,-1,5.45759301136035e-11,176.110734099187,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",171,1,5.45715156393198e-11,27.396738130716,0
"udel_air_temp_v4_01_yearly_max.2002.mean",0,-1,0.953216374269006,17.9185879640922,0.111111111111112
"udel_air_temp_v4_01_yearly_mean.2002.mean",0,-1,0.953216374269006,10.2476655071342,0.111111111111112
"srtm_slope_500m.na.mean",9,-1,3.55215894625719e-10,0.767881045729955,0
"wdpa_5km.na.sum",9,-1,3.55215894625719e-10,260.5100097655,0
"udel_air_temp_v4_01_yearly_min.2002.mean",9,-1,3.55215894625719e-10,23.8040204712414,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",9,-1,3.55215894625719e-10,26.0037558292751,0
"ltdr_yearly_ndvi_mean.2002.mean",9,-1,3.5413510042138e-10,2541.631760075,0
"wdpa_5km.na.sum",0,-1,1,260.5100097655,1
"udel_air_temp_v4_01_yearly_min.2002.mean",0,1,1,23.8040204712414,1
"udel_air_temp_v4_01_yearly_mean.2002.mean",0,1,1,26.0037558292751,1
"latitude",0,-1,0.888888888888889,17.963302,0.75
"udel_air_temp_v4_01_yearly_max.2002.mean",0,1,0.888888888888889,27.3261353939936,0.75
"longitude",162,-1,6.47513650133809e-11,22.1644995,0
"v4composites_calibrated.2002.mean",162,-1,6.47264371093985e-11,2.787667862655,0
"gpw_v3_density.2000.mean",162,-1,6.47259362594956e-11,176.110734099187,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",162,1,6.47224866199381e-11,27.396738130716,0
"treecover2000.na.mean",162,-1,6.47196090799736e-11,6.985272654375,0
"gpw_v3_density.2000.mean",0,-1,0.740740740740741,92.9548329338748,0.461538461538462
"latitude",0,-1,0.740740740740741,13.9402075,0.461538461538462
"udel_air_temp_v4_01_yearly_min.2002.mean",0,1,0.716049382716049,22,0.41025641025641
"v4composites_calibrated.2002.mean",0,-1,0.697530864197531,0.627276911036,0.371794871794872
"udel_air_temp_v4_01_yearly_mean.2002.mean",0,1,0.691358024691358,26.482407407599,0.358974358974359
"srtm_slope_500m.na.mean",78,-1,1.22005875297996e-10,0.448400866185449,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",78,1,1.21456678034554e-10,27.3703305984635,0
"udel_precip_v4_01_yearly_max.2002.mean",78,-1,1.21133406019174e-10,210.522466488934,0
"treecover2000.na.mean",78,-1,1.21102931061132e-10,0.9171787741065,0
"ltdr_yearly_ndvi_mean.2002.mean",78,-1,1.21098389539055e-10,2430.71167114,0
"treecover2000.na.mean",0,-1,0.871794871794872,0.1476042980435,0.523809523809524
"udel_air_temp_v4_01_yearly_max.2002.mean",0,1,0.833333333333333,33.3720228266833,0.380952380952381
"longitude",0,1,0.807692307692308,2.670233,0.285714285714286
"udel_precip_v4_01_yearly_mean.2002.mean",0,-1,0.807692307692308,44.4583206641926,0.285714285714286
"ltdr_yearly_ndvi_mean.2002.mean",0,-1,0.807692307692308,2147.336395445,0.285714285714286
"dist_to_roads.na.mean",21,-1,2.78175300328002e-10,2201.3712804333,0
"gpw_v3_density.2000.mean",21,-1,2.78168845274961e-10,17.0043371158543,0
"srtm_slope_500m.na.mean",21,-1,2.77095776572006e-10,0.27224881618059,0
"latitude",21,-1,2.7670536458028e-10,12.6805225,0
"ltdr_yearly_ndvi_mean.2002.mean",21,-1,2.76574734557787e-10,2018.88668615,0
"udel_air_temp_v4_01_yearly_max.2002.mean",0,1,0.857142857142857,33.7388888891188,0.7
"gpw_v3_density.2000.mean",0,1,0.80952380952381,34.7243639366822,0.6
"longitude",0,-1,0.80952380952381,8.451278,0.6
"ltdr_yearly_ndvi_mean.2002.mean",0,-1,0.80952380952381,2018.88668615,0.6
"srtm_elevation_500m.na.mean",0,-1,0.761904761904762,442.395412555579,0.5
"udel_precip_v4_01_yearly_max.2002.mean",10,-1,9.98954071061446e-10,190.971541789565,0
"gpw_v3_density.2000.mean",10,-1,9.90744251158155e-10,17.0043371158543,0
"udel_air_temp_v4_01_yearly_min.2002.mean",10,-1,9.8984272829055e-10,22.3875318056056,0
"srtm_elevation_500m.na.mean",10,-1,9.85748054266392e-10,458.492987938381,0
"longitude",10,-1,9.85028634228842e-10,19.284978,0
"gpw_v3_density.2000.mean",0,1,0.9,17.0043371158543,0.8
"dist_to_roads.na.mean",0,1,0.8,2952.82478313986,0.6
"srtm_slope_500m.na.mean",0,1,0.8,0.287540514447665,0.6
"accessibility_map.na.mean",0,-1,0.8,259.332200183713,0.6
"treecover2000.na.mean",0,-1,0.8,0.666619227865,0.6
"ltdr_yearly_ndvi_mean.2002.mean",57,1,2.21883452969854e-10,2759.72395912,0
"udel_air_temp_v4_01_yearly_mean.2002.mean",57,1,2.21772895950546e-10,27.4145646905447,0
"udel_precip_v4_01_yearly_max.2002.mean",57,1,2.21447871069854e-10,267.628059311824,0
"udel_air_temp_v4_01_yearly_min.2002.mean",57,1,2.21226261669617e-10,24.85,0
"latitude",57,1,2.21125624812573e-10,9.722808,0
"treecover2000.na.mean",0,1,0.859649122807018,38.329357805,0.2
"latitude",10,1,5.81340859568829e-10,9.9703095,0
"dist_to_roads.na.mean",10,1,5.79947450632625e-10,2191.66648601192,0
"gpw_v3_density.2000.mean",10,-1,5.79246426050543e-10,26.9955728859638,0
"udel_precip_v4_01_yearly_mean.2002.mean",10,-1,5.79246426050543e-10,103.525,0
"ltdr_yearly_ndvi_mean.2002.mean",10,-1,5.78416191881815e-10,2789.141412275,0
"wdpa_5km.na.sum",0,1,0.9,1.5,0.75
"udel_air_temp_v4_01_yearly_max.2002.mean",0,1,0.9,29.95,0.75
"udel_air_temp_v4_01_yearly_min.2002.mean",0,1,0.9,24.7,0.75
